rms,distance,atom_a,atom_b
0.11656482316962409,7.07446014616612,6,50
0.019248025963597537,9.449373165624088,6,51
0.019248025963597537,9.44937316562411,6,52
0.03417495339290625,5.516035979571838,6,53
0.15533148789184717,3.287144580965208,6,54
0.03417495339290625,5.516035979571814,6,55
0.01924802596359755,9.449373165624088,6,56
0.1165648231696239,7.074460146166149,6,57
0.15533148789184714,3.287144580965229,6,58
0.15533148789184711,3.287144580965208,6,59
0.1165648231696239,7.07446014616612,6,60
0.03526103144545496,10.436090582923221,6,61
0.11656482316962406,7.074460146166149,6,62
0.03417495339290637,5.5160359795718374,6,63
0.11656482316962406,7.074460146166129,6,64
0.046686235128299704,7.337424650224688,6,65
0.046686235128299704,7.337424650224688,6,66
0.008045067189874246,9.647821897259963,6,67
0.008045067189874246,9.647821897259965,6,68
0.04668623512829958,7.337424650224688,6,69
0.022523708854067678,5.849484341885438,6,70
0.04668623512829958,7.337424650224688,6,71
0.020964590792195783,10.616110436172507,6,72
0.14384828252428492,9.647821897259965,6,73
0.046686235128299745,7.337424650224689,6,74
0.046686235128299745,7.337424650224689,6,75
0.14384828252428492,9.647821897259965,6,76
0.1438482825242848,9.647821897259965,6,77
0.020964590792195793,10.616110436172507,6,78
0.008045067189873996,9.647821897259963,6,79
0.020964590792195793,10.616110436172507,6,80
0.03409733288189999,7.672287813637204,7,1
0.393271712582977,4.429597434503725,7,2
0.393271712582977,4.429597434503724,7,3
0.03409733288189999,7.672287813637203,7,4
0.0689860062667635,8.85919486900745,7,5
0.393271712582977,4.429597434503725,7,6
2.4083955725465436,0.0,7,7
0.393271712582977,4.429597434503725,7,8
0.034097371609212786,7.672287813637205,7,9
0.034097371609212786,7.672287813637204,7,10
0.3932717125829768,4.429597434503725,7,11
0.3932717125829769,4.429597434503726,7,12
0.06898600626676371,8.859194869007448,7,13
0.03409737160921305,7.672287813637205,7,14
0.06898600626676371,8.859194869007448,7,15
0.03409733288190012,7.672287813637203,7,16
0.031362747931658566,7.927333184396756,7,17
0.29967729129852244,6.574289161930418,7,18
0.031362747931658566,7.927333184396722,7,19
0.01795188026516935,11.032071959143629,7,20
0.03136274793165842,7.927333184396772,7,21
0.2180597577799201,4.857977413792085,7,22
0.2180597577799201,4.8579774137920575,7,23
0.03136274793165842,7.927333184396721,7,24
0.12833427487294116,10.103725960256513,7,25
0.29967729129852233,6.574289161930459,7,26
0.21805975777991995,4.857977413792086,7,27
0.2996772912985225,6.574289161930418,7,28
0.12833427487294122,10.103725960256526,7,29
0.12833427487294122,10.103725960256513,7,30
0.031362747931658504,7.9273331843967725,7,31
0.031362747931658504,7.927333184396756,7,32
0.059736637372322696,6.981307568608211,7,33
0.0244259061011115,5.396046880424969,7,34
0.05973663737232274,6.981307568608172,7,35
0.016792921703121286,10.37316999102933,7,36
0.059736637372322786,6.981307568608229,7,37
0.8296582171650062,3.0815561821882014,7,38
0.8296582171650062,3.0815561821881574,7,39
0.059736637372322786,6.981307568608171,7,40
0.0069779435346577125,9.37983593838558,7,41
0.02442590610111139,5.396046880425018,7,42
0.8296582171650061,3.081556182188202,7,43
0.02442590610111139,5.396046880424969,7,44
0.006977943534657752,9.379835938385593,7,45
0.006977943534657752,9.37983593838558,7,46
0.059736637372322904,6.98130756860823,7,47
0.059736637372322904,6.981307568608211,7,48
0.019248025963597537,9.44937316562411,7,49
0.11656482316962409,7.07446014616613,7,50
0.11656482316962409,7.07446014616612,7,51
0.019248025963597537,9.449373165624088,7,52
0.01924802596359755,9.449373165624086,7,53
0.03417495339290625,5.516035979571838,7,54
0.15533148789184717,3.287144580965208,7,55
0.03417495339290625,5.516035979571814,7,56
