quantity,Ef,T,N,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,S,S,S,S,S,S,S,S,S,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,m_eff,m_eff,m_eff,m_eff,m_eff,m_eff,m_eff,m_eff,m_eff
unit,Ry,K,e/uc,S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),V/K,V/K,V/K,V/K,V/K,V/K,V/K,V/K,V/K,W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),m_e,m_e,m_e,m_e,m_e,m_e,m_e,m_e,m_e
direction,-,-,-,xx,xy,xz,yx,yy,yz,zx,zy,zz,xx,xy,xz,yx,yy,yz,zx,zy,zz,xx,xy,xz,yx,yy,yz,zx,zy,zz,xx,xy,xz,yx,yy,yz,zx,zy,zz
28,-0.53045,100.0,12.9057,9.16373e+19,-166173000000.0,-0.214368,-166173000000.0,9.16373e+19,3.40166,-0.214368,3.40166,5.67768e+17,1.12438e-06,-6.45478e-22,-9.148720000000001e-23,-4.67327e-22,1.12438e-06,4.46758e-22,-5.4928e-25,2.4894200000000004e-24,8.62978e-06,225940000000000.0,-409715.0,2.34706e-06,-409715.0,225940000000000.0,7.80698e-06,2.34706e-06,7.80698e-06,1236070000000.0,22.60366530313501,4.0988973643023684e-08,8.534299897619969e-18,4.0988973643023684e-08,22.60366530313501,1.354250047665165e-16,8.534299897619969e-18,1.354250047665165e-16,3648.2134577555876
29,-0.53045,200.0,12.9048,9.18552e+19,-166568000000.0,0.0842799,-166568000000.0,9.18552e+19,3.02291,0.0842799,3.02291,5.41162e+17,5.5443e-06,4.38405e-22,-1.30496e-22,1.0579899999999999e-21,5.5443e-06,1.5167e-22,-7.27727e-25,2.36728e-24,-3.92367e-05,447781000000000.0,-811996.0,-4.1763e-06,-811996.0,447781000000000.0,6.63877e-06,-4.1763e-06,6.63877e-06,2419860000000.0,22.548472054881323,4.088885434071747e-08,3.511671354495546e-18,4.088885434071747e-08,22.548472054881323,1.2595489273612595e-16,3.511671354495546e-18,1.2595489273612598e-16,3827.3094014279172
30,-0.53045,300.0,12.9008,9.18075e+19,-166482000000.0,-0.201035,-166482000000.0,9.18075e+19,2.40499,-0.201035,2.40499,5.35736e+17,4.75093e-06,1.5965299999999999e-22,-9.08107e-23,-6.24833e-22,4.75093e-06,8.2745e-23,-6.70582e-25,2.1656100000000002e-24,-5.94862e-05,668009000000000.0,-1211350.0,-7.11911e-06,-1211350.0,668009000000000.0,4.66117e-06,-7.11911e-06,4.66117e-06,2993280000000.0,22.553194655680205,4.089754053499934e-08,8.46308888939047e-18,4.089754053499934e-08,22.553194655680205,1.0124428376428406e-16,8.463088889390472e-18,1.0124428376428406e-16,3864.874524675139
31,-0.53045,400.0,12.8943,9.16626e+19,-166219000000.0,-0.369781,-166219000000.0,9.16626e+19,1.94543,-0.369781,1.94543,5.23973e+17,2.06335e-06,-2.81972e-22,-7.18515e-23,2.24665e-23,2.06335e-06,5.717210000000001e-23,-6.80327e-25,1.7452000000000002e-24,-6.47663e-05,876867000000000.0,-1590090.0,-7.0322e-06,-1590090.0,876867000000000.0,3.69802e-06,-7.0322e-06,3.69802e-06,3104710000000.0,22.57746541601566,4.094149330244512e-08,1.593348828918833e-17,4.094149330244512e-08,22.57746541601566,8.382660657923204e-17,1.593348828918833e-17,8.382660657923204e-17,3949.6485151755473
32,-0.53045,500.0,12.8863,9.1344e+19,-165641000000.0,-0.432152,-165641000000.0,9.1344e+19,1.623,-0.432152,1.623,5.0426e+17,-1.04122e-06,-1.74342e-22,-6.94182e-23,-1.47782e-22,-1.04122e-06,4.34807e-23,-6.81962e-25,1.362e-24,-6.41865e-05,1066640000000000.0,-1934230.0,-6.79265e-06,-1934230.0,1066640000000000.0,2.37527e-06,-6.79265e-06,2.37527e-06,2996770000000.0,22.64215709355544,4.105873996248923e-08,1.940438148109276e-17,4.105873996248923e-08,22.64215709355544,7.287554227005287e-17,1.9404381481092758e-17,7.287554227005287e-17,4101.5055676709
33,-0.53045,600.0,12.8772,9.0829e+19,-164707000000.0,-0.445864,-164707000000.0,9.0829e+19,1.38475,-0.445864,1.38475,4.80019e+17,-4.04473e-06,-1.45171e-22,-6.79369e-23,-5.9545099999999995e-22,-4.04473e-06,3.80218e-23,-6.41045e-25,1.0767900000000001e-24,-6.14938e-05,1233830000000000.0,-2237400.0,-7.02257e-06,-2237400.0,1233830000000000.0,3.59762e-07,-7.02257e-06,3.59762e-07,2803380000000.0,22.75445800218797,4.126235579128223e-08,2.113540006864205e-17,4.126235579128223e-08,22.75445800218797,6.564164272691787e-17,2.1135400068642053e-17,6.564164272691787e-17,4305.589291008754
34,-0.53045,700.0,12.8676,9.01238e+19,-163429000000.0,-0.442232,-163429000000.0,9.01238e+19,1.19598,-0.442232,1.19598,4.54169e+17,-6.81883e-06,6.11362e-22,-6.28077e-23,9.76648e-23,-6.81883e-06,3.89445e-23,-5.68528e-25,8.77813e-25,-5.81777e-05,1378960000000000.0,-2500570.0,-7.58052e-06,-2500570.0,1378960000000000.0,-1.94141e-06,-7.58052e-06,-1.94141e-06,2589350000000.0,22.915410637530957,4.155442452583055e-08,2.2313120946956595e-17,4.155442452583055e-08,22.915410637530957,6.034399704933093e-17,2.2313120946956595e-17,6.034399704933093e-17,4547.258587034149
35,-0.530133,100.0,12.8914,9.18097e+19,-166486000000.0,-0.0185181,-166486000000.0,9.18097e+19,2.84615,-0.0185181,2.84615,5.45434e+17,8.89634e-07,-4.67469e-22,-1.89993e-22,-4.37007e-22,8.89634e-07,4.14453e-22,-1.1267900000000002e-24,2.16335e-24,1.05309e-05,221975000000000.0,-402525.0,2.15364e-06,-402525.0,221975000000000.0,8.47692e-06,2.15364e-06,8.47692e-06,1376110000000.0,22.536221524332944,4.086676436912542e-08,7.651299469721516e-19,4.086676436912542e-08,22.536221524332944,1.1759711879113412e-16,7.651299469721516e-19,1.1759711879113412e-16,3793.3897360314004
36,-0.530133,200.0,12.8901,9.13789e+19,-165705000000.0,0.156798,-165705000000.0,9.13789e+19,2.87921,0.156798,2.87921,5.56567e+17,5.60513e-06,3.33829e-22,-1.06569e-22,-5.65447e-22,5.60513e-06,1.92695e-22,-5.74144e-25,2.5497600000000002e-24,-3.80689e-05,446928000000000.0,-810450.0,-4.25529e-06,-810450.0,446928000000000.0,7.37358e-06,-4.25529e-06,7.37358e-06,2576890000000.0,22.64018378313477,4.105533830878186e-08,6.378271897246704e-18,4.105533830878186e-08,22.64018378313477,1.17121287386203e-16,6.378271897246701e-18,1.17121287386203e-16,3717.13574448484
37,-0.530133,300.0,12.8858,9.14517e+19,-165837000000.0,-0.163792,-165837000000.0,9.14517e+19,2.34683,-0.163792,2.34683,5.55531e+17,4.76351e-06,4.29736e-22,-6.808290000000001e-23,4.51807e-22,4.76351e-06,1.20887e-22,-5.23795e-25,2.3135800000000002e-24,-5.67764e-05,670498000000000.0,-1215870.0,-7.10088e-06,-1215870.0,670498000000000.0,5.38285e-06,-7.10088e-06,5.38285e-06,3089690000000.0,22.614614584099655,4.1008967999319134e-08,6.6676618509458055e-18,4.1008967999319134e-08,22.614614584099655,9.553500333498159e-17,6.6676618509458055e-18,9.553500333498159e-17,3722.8254562944394
38,-0.530133,400.0,12.8791,9.14745e+19,-165878000000.0,-0.349236,-165878000000.0,9.14745e+19,1.91587,-0.349236,1.91587,5.41341e+17,2.13783e-06,-6.16925e-22,-6.08793e-23,-6.7757699999999995e-22,2.13783e-06,8.48224e-23,-6.0235099999999995e-25,1.82994e-24,-6.12671e-05,881585000000000.0,-1598650.0,-6.92631e-06,-1598650.0,881585000000000.0,4.38006e-06,-6.92631e-06,4.38006e-06,3162630000000.0,22.597222308448956,4.097734387267376e-08,1.457817429606517e-17,4.097734387267376e-08,22.597222308448956,7.997424966846652e-17,1.457817429606517e-17,7.997424966846653e-17,3818.424268721959
39,-0.530133,500.0,12.871,9.12866e+19,-165537000000.0,-0.41759,-165537000000.0,9.12866e+19,1.60713,-0.41759,1.60713,5.18294e+17,-8.71845e-07,-3.92309e-22,-6.46599e-23,-4.09414e-22,-8.71845e-07,6.40402e-23,-6.39612e-25,1.4123200000000002e-24,-6.04403e-05,1072640000000000.0,-1945110.0,-6.7247e-06,-1945110.0,1072640000000000.0,2.93947e-06,-6.7247e-06,2.93947e-06,3033890000000.0,22.629494124737487,4.1035798999269e-08,1.8232606176415824e-17,4.1035798999269e-08,22.629494124737487,7.016970845804352e-17,1.8232606176415824e-17,7.016970845804353e-17,3985.7099992808353
40,-0.530133,600.0,12.862,9.08639e+19,-164771000000.0,-0.434174,-164771000000.0,9.08639e+19,1.37595,-0.434174,1.37595,4.91122e+17,-3.77054e-06,3.10544e-22,-6.57964e-23,-4.34767e-22,-3.77054e-06,5.4482e-23,-6.13596e-25,1.112e-24,-5.77574e-05,1240560000000000.0,-2249610.0,-7.04213e-06,-2249610.0,1240560000000000.0,7.88435e-07,-7.04213e-06,7.88435e-07,2829220000000.0,22.718869611505433,4.11979990376526e-08,2.0084505353088182e-17,4.11979990376526e-08,22.718869611505433,6.365023074524008e-17,2.0084505353088185e-17,6.365023074524008e-17,4203.283698333344
41,-0.530133,700.0,12.8525,9.02219e+19,-163607000000.0,-0.43286,-163607000000.0,9.02219e+19,1.19077,-0.43286,1.19077,4.62944e+17,-6.4454e-06,7.566999999999999e-22,-6.1678e-23,-7.745160000000001e-23,-6.4454e-06,5.29715e-23,-5.47335e-25,9.06874e-25,-5.45629e-05,1386220000000000.0,-2513750.0,-7.68022e-06,-2513750.0,1386220000000000.0,-1.63027e-06,-7.68022e-06,-1.63027e-06,2608960000000.0,22.86363250635881,4.146055806259729e-08,2.1377859778574705e-17,4.146055806259729e-08,22.86363250635881,5.880911657057932e-17,2.1377859778574705e-17,5.880911657057932e-17,4455.831300601054
42,-0.529816,100.0,12.8771,9.18925e+19,-166636000000.0,0.282723,-166636000000.0,9.18925e+19,2.39891,0.282723,2.39891,5.24894e+17,1.73681e-06,-5.04115e-22,-2.52917e-22,-2.73253e-22,1.73681e-06,3.29826e-22,-1.4593600000000002e-24,1.75934e-24,6.51102e-06,218199000000000.0,-395677.0,1.56533e-06,-395677.0,218199000000000.0,8.89214e-06,1.56533e-06,8.89214e-06,1518870000000.0,22.490939043797123,4.0784613744344506e-08,1.2114266608340108e-17,4.0784613744344506e-08,22.490939043797123,1.0278977963757656e-16,1.2114266608340105e-17,1.0278977963757655e-16,3937.4590223590426
43,-0.529816,200.0,12.8753,9.08883e+19,-164815000000.0,0.223356,-164815000000.0,9.08883e+19,2.72092,0.223356,2.72092,5.72363e+17,5.66126e-06,-1.14953e-21,-7.94106e-23,-6.44585e-22,5.66126e-06,2.20039e-22,-3.92975e-25,2.6904700000000002e-24,-3.79234e-05,446295000000000.0,-809302.0,-4.45064e-06,-809302.0,446295000000000.0,7.95577e-06,-4.45064e-06,7.95577e-06,2720990000000.0,22.73625669868672,4.1229466804792825e-08,8.872480337432628e-18,4.1229466804792825e-08,22.73625669868672,1.0808444219105625e-16,8.872480337432628e-18,1.0808444219105625e-16,3610.400601903422
44,-0.529816,300.0,12.8706,9.10996e+19,-165198000000.0,-0.13707,-165198000000.0,9.10996e+19,2.2719,-0.13707,2.2719,5.75292e+17,4.6932e-06,-2.5966999999999997e-22,-4.5150800000000005e-23,-1.93008e-23,4.6932e-06,1.5337999999999998e-22,-3.73718e-25,2.4369800000000004e-24,-5.41869e-05,672955000000000.0,-1220320.0,-6.98977e-06,-1220320.0,672955000000000.0,6.12251e-06,-6.98977e-06,6.12251e-06,3177420000000.0,22.675240935995806,4.111878045726474e-08,5.402639323472581e-18,4.111878045726474e-08,22.675240935995806,8.95473600829713e-17,5.402639323472581e-18,8.95473600829713e-17,3590.7076392038193
45,-0.529816,400.0,12.8638,9.12876e+19,-165539000000.0,-0.333327,-165539000000.0,9.12876e+19,1.87612,-0.333327,1.87612,5.58421e+17,2.14183e-06,-5.99781e-22,-5.00798e-23,-5.74667e-22,2.14183e-06,1.09428e-22,-5.25057e-25,1.90039e-24,-5.77561e-05,886152000000000.0,-1606930.0,-6.74162e-06,-1606930.0,886152000000000.0,5.09316e-06,-6.74162e-06,5.09316e-06,3215360000000.0,22.616587497839213,4.10124406579295e-08,1.3500063901515147e-17,4.10124406579295e-08,22.616587497839213,7.598466412039581e-17,1.350006390151515e-17,7.598466412039581e-17,3697.2355854592624
46,-0.529816,500.0,12.8556,9.12271e+19,-165429000000.0,-0.404603,-165429000000.0,9.12271e+19,1.58519,-0.404603,1.58519,5.31943e+17,-7.5365e-07,-5.82651e-22,-6.002310000000001e-23,-6.4137199999999995e-22,-7.5365e-07,8.282570000000001e-23,-5.97993e-25,1.4545900000000002e-24,-5.6671e-05,1078420000000000.0,-1955580.0,-6.61531e-06,-1955580.0,1078420000000000.0,3.51896e-06,-6.61531e-06,3.51896e-06,3067730000000.0,22.61715991610157,4.101340662764427e-08,1.7202915892342606e-17,4.101340662764427e-08,22.61715991610157,6.739913056626538e-17,1.7202915892342603e-17,6.739913056626538e-17,3878.795114104688
47,-0.529816,600.0,12.8466,9.08942e+19,-164826000000.0,-0.422897,-164826000000.0,9.08942e+19,1.3633,-0.422897,1.3633,5.01832e+17,-3.53236e-06,-6.33655e-22,-6.36654e-23,-9.53919e-22,-3.53236e-06,6.98535e-23,-5.86325e-25,1.1426700000000002e-24,-5.40036e-05,1247020000000000.0,-2261330.0,-7.04297e-06,-2261330.0,1247020000000000.0,1.21871e-06,-7.04297e-06,1.21871e-06,2852850000000.0,22.68410335871593,4.113496813002052e-08,1.9116037243562762e-17,4.113496813002052e-08,22.68410335871593,6.162468334331322e-17,1.9116037243562765e-17,6.162468334331322e-17,4108.652751334704
48,-0.529816,700.0,12.8372,9.03135e+19,-163773000000.0,-0.423522,-163773000000.0,9.03135e+19,1.18291,-0.423522,1.18291,4.71357e+17,-6.09753e-06,3.1779699999999997e-22,-6.04783e-23,5.05146e-22,-6.09753e-06,6.63009e-23,-5.25917e-25,9.33333e-25,-5.0937e-05,1393220000000000.0,-2526430.0,-7.77189e-06,-2526430.0,1393220000000000.0,-1.32402e-06,-7.77189e-06,-1.32402e-06,2627010000000.0,22.813253239426963,4.136917429598755e-08,2.0498082323021774e-17,4.136917429598755e-08,22.813253239426963,5.725177598281088e-17,2.0498082323021774e-17,5.725177598281088e-17,4371.091861241027
49,-0.5295,100.0,12.8627,9.16465e+19,-166190000000.0,0.619825,-166190000000.0,9.16465e+19,2.1077,0.619825,2.1077,5.13652e+17,3.2256e-06,-2.16256e-22,-2.68842e-22,-3.31058e-22,3.2256e-06,1.9489e-22,-1.4624400000000002e-24,1.2430900000000001e-24,-3.33098e-06,215424000000000.0,-390645.0,7.72814e-07,-390645.0,215424000000000.0,8.88611e-06,7.72814e-07,8.88611e-06,1640890000000.0,22.52609150467393,4.084838097648857e-08,2.718228441236606e-17,4.084838097648857e-08,22.52609150467393,9.243270363927344e-17,2.7182284412366055e-17,9.243270363927344e-17,4019.1363901690233
50,-0.5295,200.0,12.8604,9.03772e+19,-163888000000.0,0.278623,-163888000000.0,9.03772e+19,2.55724,0.278623,2.55724,5.89592e+17,5.68289e-06,-3.45223e-22,-4.7318999999999997e-23,1.1161799999999999e-21,5.68289e-06,2.37006e-22,-1.72401e-25,2.7970800000000002e-24,-3.85267e-05,446038000000000.0,-808836.0,-4.70345e-06,-808836.0,446038000000000.0,8.33786e-06,-4.70345e-06,8.33786e-06,2843640000000.0,22.838374055792816,4.1414598452439044e-08,1.0792711570805285e-17,4.1414598452439044e-08,22.838374055792816,9.905698123783004e-17,1.0792711570805285e-17,9.905698123783004e-17,3500.84176806198
51,-0.5295,300.0,12.8553,9.0756e+19,-164575000000.0,-0.121904,-164575000000.0,9.0756e+19,2.18241,-0.121904,2.18241,5.95089e+17,4.5381e-06,-6.09792e-22,-2.25067e-23,6.38177e-22,4.5381e-06,1.80316e-22,-2.23066e-25,2.5337900000000002e-24,-5.16625e-05,675380000000000.0,-1224720.0,-6.77581e-06,-1224720.0,675380000000000.0,6.85979e-06,-6.77581e-06,6.85979e-06,3254310000000.0,22.73403146884367,4.122540910777191e-08,4.657066896224218e-18,4.122540910777191e-08,22.73403146884367,8.337404592068341e-17,4.657066896224218e-18,8.337404592068342e-17,3467.128043009325
52,-0.5295,400.0,12.8483,9.11059e+19,-165209000000.0,-0.322311,-165209000000.0,9.11059e+19,1.827,-0.322311,1.827,5.7515e+17,2.07687e-06,-8.00822e-22,-3.97716e-23,-7.567889999999999e-22,2.07687e-06,1.30909e-22,-4.50248e-25,1.9554100000000003e-24,-5.42216e-05,890537000000000.0,-1614880.0,-6.47798e-06,-1614880.0,890537000000000.0,5.82444e-06,-6.47798e-06,5.82444e-06,3262250000000.0,22.634387828714395,4.1044592927506084e-08,1.2684190385938096e-17,4.1044592927506084e-08,22.634387828714395,7.189955063867179e-17,1.2684190385938096e-17,7.18995506386718e-17,3585.3712493855014
53,-0.5295,500.0,12.8401,9.11679e+19,-165322000000.0,-0.393247,-165322000000.0,9.11679e+19,1.55756,-0.393247,1.55756,5.45142e+17,-6.85028e-07,-6.72256e-22,-5.56405e-23,-8.171599999999999e-22,-6.85028e-07,9.979020000000001e-23,-5.57827e-25,1.4883500000000001e-24,-5.2876e-05,1083930000000000.0,-1965580.0,-6.46629e-06,-1965580.0,1083930000000000.0,4.10546e-06,-6.46629e-06,4.10546e-06,3098070000000.0,22.60455917706247,4.0990643990596715e-08,1.6306164300048237e-17,4.0990643990596715e-08,22.60455917706247,6.45849286529124e-17,1.630616430004824e-17,6.45849286529124e-17,3780.318138390573
54,-0.5295,600.0,12.8311,9.09213e+19,-164875000000.0,-0.412054,-164875000000.0,9.09213e+19,1.34699,-0.412054,1.34699,5.12099e+17,-3.32882e-06,-1.1586899999999999e-21,-6.15951e-23,-6.95429e-22,-3.32882e-06,8.41198e-23,-5.59489e-25,1.1686600000000002e-24,-5.0232e-05,1253190000000000.0,-2272510.0,-7.02676e-06,-2272510.0,1253190000000000.0,1.64534e-06,-7.02676e-06,1.64534e-06,2874170000000.0,22.649980903529983,4.107305550481027e-08,1.822502128670071e-17,4.107305550481027e-08,22.649980903529983,5.957695242584252e-17,1.822502128670071e-17,5.957695242584252e-17,4021.4210703870167
55,-0.5295,700.0,12.8218,9.03994e+19,-163928000000.0,-0.414241,-163928000000.0,9.03994e+19,1.17248,-0.414241,1.17248,4.79371e+17,-5.77417e-06,1.13774e-22,-5.92285e-23,6.65077e-23,-5.77417e-06,7.89317e-23,-5.04363e-25,9.57152e-25,-4.73e-05,1399910000000000.0,-2538570.0,-7.85663e-06,-2538570.0,1399910000000000.0,-1.02585e-06,-7.85663e-06,-1.02585e-06,2643470000000.0,22.76423380524556,4.128008946106163e-08,1.967135877497522e-17,4.128008946106163e-08,22.76423380524556,5.567839697202043e-17,1.9671358774975222e-17,5.567839697202042e-17,4292.8610146502715
56,-0.529183,100.0,12.8483,9.10143e+19,-165044000000.0,0.938671,-165044000000.0,9.10143e+19,2.03526,0.938671,2.03526,5.1788e+17,4.96518e-06,4.57269e-22,-2.33829e-22,1.60092e-22,4.96518e-06,4.3418e-23,-1.1054900000000001e-24,7.34933e-25,-1.68523e-05,213618000000000.0,-387370.0,-6.78173e-08,-387370.0,213618000000000.0,8.00298e-06,-6.78173e-08,8.00298e-06,1714300000000.0,22.65716787454357,4.108617672921913e-08,4.10667075569374e-17,4.108617672921913e-08,22.65716787454357,8.904230232275806e-17,4.10667075569374e-17,8.904230232275807e-17,3981.8611919442164
57,-0.529183,200.0,12.8454,8.98464e+19,-162926000000.0,0.315155,-162926000000.0,8.98464e+19,2.39282,0.315155,2.39282,6.09082e+17,5.62445e-06,4.86418e-22,-1.00488e-23,1.0071899999999999e-21,5.62445e-06,2.47337e-22,9.01496e-26,2.8784100000000004e-24,-3.94967e-05,446252000000000.0,-809224.0,-4.9331e-06,-809224.0,446252000000000.0,8.51561e-06,-4.9331e-06,8.51561e-06,2939030000000.0,22.94650458921609,4.161081809290768e-08,1.1873123410939076e-17,4.161081809290768e-08,22.94650458921609,9.014690160648633e-17,1.1873123410939077e-17,9.014690160648633e-17,3384.865797913162
58,-0.529183,300.0,12.8399,9.04264e+19,-163977000000.0,-0.119189,-163977000000.0,9.04264e+19,2.08054,-0.119189,2.08054,6.14959e+17,4.29649e-06,-1.5126699999999999e-21,-7.16379e-25,-1.4375599999999999e-21,4.29649e-06,2.01919e-22,-7.53028e-26,2.6026100000000003e-24,-4.91383e-05,677760000000000.0,-1229030.0,-6.44877e-06,-1229030.0,677760000000000.0,7.57772e-06,-6.44877e-06,7.57772e-06,3318820000000.0,22.789562461861856,4.132602960870631e-08,4.416985643411016e-18,4.132602960870631e-08,22.789562461861856,7.710204465578429e-17,4.416985643411016e-18,7.710204465578429e-17,3351.082090027636
59,-0.529183,400.0,12.8326,9.0933e+19,-164896000000.0,-0.316272,-164896000000.0,9.0933e+19,1.76949,-0.316272,1.76949,5.91455e+17,1.94531e-06,-6.63464e-22,-3.02622e-23,-1.01084e-21,1.94531e-06,1.49241e-22,-3.7976499999999998e-25,1.99418e-24,-5.06501e-05,894708000000000.0,-1622450.0,-6.13738e-06,-1622450.0,894708000000000.0,6.56074e-06,-6.13738e-06,6.56074e-06,3302840000000.0,22.649714137916778,4.107251781515979e-08,1.2111606660100607e-17,4.107251781515979e-08,22.649714137916778,6.776245472083637e-17,1.2111606660100607e-17,6.776245472083637e-17,3482.2707656595794
60,-0.529183,500.0,12.8244,9.11115e+19,-165220000000.0,-0.383505,-165220000000.0,9.11115e+19,1.52468,-0.383505,1.52468,5.57822e+17,-6.6384e-07,-1.23136e-21,-5.1636100000000004e-23,-1.161e-21,-6.6384e-07,1.1491e-22,-5.19812e-25,1.51327e-24,-4.90521e-05,1089150000000000.0,-1975040.0,-6.28071e-06,-1975040.0,1089150000000000.0,4.69021e-06,-6.28071e-06,4.69021e-06,3124710000000.0,22.59089546563967,4.0965934583811996e-08,1.5531336704343322e-17,4.0965934583811996e-08,22.59089546563967,6.174709223164531e-17,1.5531336704343322e-17,6.174709223164533e-17,3689.869478467376
61,-0.529183,600.0,12.8155,9.09467e+19,-164921000000.0,-0.401639,-164921000000.0,9.09467e+19,1.32722,-0.401639,1.32722,5.21875e+17,-3.15825e-06,-2.03484e-22,-5.96317e-23,-6.55203e-22,-3.15825e-06,9.727530000000001e-23,-5.3333e-25,1.18984e-24,-4.64417e-05,1259030000000000.0,-2283100.0,-6.99571e-06,-2283100.0,1259030000000000.0,2.06292e-06,-6.99571e-06,2.06292e-06,2893120000000.0,22.616125050626803,4.101164703583993e-08,1.740554307981264e-17,4.101164703583993e-08,22.616125050626803,5.751678749359718e-17,1.740554307981264e-17,5.751678749359717e-17,3941.2923403915506
62,-0.529183,700.0,12.8063,9.04808e+19,-164076000000.0,-0.405028,-164076000000.0,9.04808e+19,1.1596,-0.405028,1.1596,4.86954e+17,-5.47409e-06,-1.6304599999999999e-21,-5.79456e-23,-1.62962e-22,-5.47409e-06,9.08682e-23,-4.82753e-25,9.78321e-25,-4.36517e-05,1406290000000000.0,-2550130.0,-7.93574e-06,-2550130.0,1406290000000000.0,-7.39084e-07,-7.93574e-06,-7.39084e-07,2658310000000.0,22.716259788488163,4.119319282163712e-08,1.889443606961675e-17,4.119319282163712e-08,22.716259788488163,5.409499631186204e-17,1.889443606961675e-17,5.409499631186204e-17,4220.902505514359
63,-0.528866,100.0,12.8337,8.99706e+19,-163151000000.0,1.18761,-163151000000.0,8.99706e+19,2.1738,1.18761,2.1738,5.40861e+17,6.74162e-06,7.64956e-22,-1.53576e-22,2.1261199999999997e-21,6.74162e-06,-5.4881e-23,-4.38025e-25,5.5818799999999995e-25,-3.0016e-05,212916000000000.0,-386098.0,-7.537e-07,-386098.0,212916000000000.0,6.16117e-06,-7.537e-07,6.16117e-06,1727120000000.0,22.893956508991096,4.151547170296083e-08,5.027001721309033e-17,4.151547170296083e-08,22.893956508991096,9.201418240277824e-17,5.027001721309033e-17,9.201418240277823e-17,3808.3407816201106
64,-0.528866,200.0,12.8303,8.9306e+19,-161946000000.0,0.324898,-161946000000.0,8.9306e+19,2.22768,0.324898,2.22768,6.3131e+17,5.43292e-06,-2.01041e-21,3.11373e-23,-1.3635999999999998e-21,5.43292e-06,2.54248e-22,3.8690399999999997e-25,2.9409100000000003e-24,-4.04138e-05,446940000000000.0,-810472.0,-5.05654e-06,-810472.0,446940000000000.0,8.52813e-06,-5.05654e-06,8.52813e-06,3005240000000.0,23.05821904838741,4.181338702898066e-08,1.1866704702174556e-17,4.181338702898066e-08,23.05821904838741,8.136467571129357e-17,1.1866704702174558e-17,8.13646757112936e-17,3261.8480783375617
65,-0.528866,300.0,12.8243,9.01167e+19,-163416000000.0,-0.129543,-163416000000.0,9.01167e+19,1.96836,-0.129543,1.96836,6.34888e+17,3.96778e-06,-7.59831e-22,1.95776e-23,-7.86696e-22,3.96778e-06,2.18488e-22,6.53136e-26,2.64264e-24,-4.65465e-05,680067000000000.0,-1233220.0,-6.00046e-06,-1233220.0,680067000000000.0,8.26308e-06,-6.00046e-06,8.26308e-06,3370150000000.0,22.840098698898476,4.141782343316159e-08,4.660309888084542e-18,4.141782343316159e-08,22.840098698898476,7.081175997908043e-17,4.660309888084542e-18,7.081175997908043e-17,3241.9486939728336
66,-0.528866,400.0,12.8168,9.07727e+19,-164605000000.0,-0.315098,-164605000000.0,9.07727e+19,1.70465,-0.315098,1.70465,6.07253e+17,1.75032e-06,-1.28662e-21,-2.18417e-23,-1.6581899999999999e-21,1.75032e-06,1.64448e-22,-3.15441e-25,2.01615e-24,-4.70281e-05,898634000000000.0,-1629560.0,-5.72423e-06,-1629560.0,898634000000000.0,7.28898e-06,-5.72423e-06,7.28898e-06,3336840000000.0,22.66177592518122,4.1094311683627944e-08,1.1758987111502675e-17,4.1094311683627944e-08,22.66177592518122,6.361499460342137e-17,1.1758987111502676e-17,6.361499460342137e-17,3387.5017291371105
67,-0.528866,500.0,12.8085,9.10603e+19,-165127000000.0,-0.375283,-165127000000.0,9.10603e+19,1.48709,-0.375283,1.48709,5.69915e+17,-6.87416e-07,-1.11289e-21,-4.81207e-23,-1.13371e-21,-6.87416e-07,1.28186e-22,-4.84604e-25,1.5291400000000001e-24,-4.51963e-05,1094050000000000.0,-1983920.0,-6.0629e-06,-1983920.0,1094050000000000.0,5.26425e-06,-6.0629e-06,5.26425e-06,3147560000000.0,22.5755730459875,4.093811079432835e-08,1.486577598157387e-17,4.093811079432835e-08,22.5755730459875,5.890687015711848e-17,1.4865775981573866e-17,5.890687015711848e-17,3607.0965920172935
68,-0.528866,600.0,12.7997,9.0972e+19,-164967000000.0,-0.391623,-164967000000.0,9.0972e+19,1.30426,-0.391623,1.30426,5.31109e+17,-3.01867e-06,-1.55958e-22,-5.78143e-23,-7.30222e-22,-3.01867e-06,1.09326e-22,-5.0806e-25,1.2062e-24,-4.26322e-05,1264530000000000.0,-2293060.0,-6.95262e-06,-2293060.0,1264530000000000.0,2.46576e-06,-6.95262e-06,2.46576e-06,2909620000000.0,22.58196007521382,4.094972307663675e-08,1.66512239429691e-17,4.094972307663675e-08,22.58196007521382,5.545518383544908e-17,1.66512239429691e-17,5.545518383544908e-17,3867.9933346306525
