quantity,Ef,T,N,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,S,S,S,S,S,S,S,S,S,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau
unit,Ry,K,e/uc,S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),V/K,V/K,V/K,V/K,V/K,V/K,V/K,V/K,V/K,W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s)
direction,-,-,-,xx,xy,xz,yx,yy,yz,zx,zy,zz,xx,xy,xz,yx,yy,yz,zx,zy,zz,xx,xy,xz,yx,yy,yz,zx,zy,zz
6416,-0.10978,500.0,0.000183569,8684110000000000.0,-11318800.0,0.00483261,-11318800.0,8684110000000000.0,0.00271869,0.00483261,0.00271869,256491000000000.0,0.000766531,-4.9020599999999995e-20,-7.96148e-22,1.44486e-21,0.000766531,1.25914e-21,-2.5449999999999997e-23,3.61008e-23,0.000770008,66719100000.0,-86.9608,2.31862e-08,-86.9612,66719100000.0,1.83751e-08,2.31862e-08,1.83753e-08,1777310000.0
6417,-0.10978,600.0,0.000713745,3.28815e+16,-42857500.0,0.0166202,-42857500.0,3.28815e+16,0.0126066,0.0166202,0.0126066,974164000000000.0,0.000667779,1.12125e-19,-7.69253e-22,8.555679999999999e-20,0.000667779,9.69016e-22,-2.25098e-23,2.89214e-23,0.000667224,307481000000.0,-400.772,1.10844e-07,-400.771,307481000000.0,7.65107e-08,1.10844e-07,7.65107e-08,7775720000.0
6418,-0.10978,700.0,0.00193309,8.70812e+16,-113501000.0,0.0405019,-113501000.0,8.70812e+16,0.0372296,0.0405019,0.0372296,2568620000000000.0,0.000596208,1.0383000000000001e-19,-6.48488e-22,3.2539499999999995e-20,0.000596208,6.89175e-22,-1.73592e-23,2.19547e-23,0.000592405,953177000000.0,-1242.37,3.60621e-07,-1242.37,953177000000.0,1.68523e-07,3.60621e-07,1.68523e-07,23442800000.0
6419,-0.109464,100.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6420,-0.109464,200.0,4.47503e-10,6199700000.0,-8.08065,2.64302e-08,-8.08065,6199700000.0,-6.89823e-08,2.64302e-08,-6.89823e-08,679883000.0,0.00156285,-6.274479999999999e-20,3.84492e-22,-1.2924900000000001e-19,0.00156285,-9.17272e-22,3.27975e-23,-7.614290000000001e-23,0.00156505,140.859,-1.83351e-07,3.25642e-16,-1.83093e-07,140.859,-9.1157e-16,3.25579e-16,-9.11276e-16,13.8761
6421,-0.109464,300.0,8.46812e-07,44064100000000.0,-57432.8,2.98871e-05,-57432.8,44064100000000.0,5.37995e-07,2.98871e-05,5.37995e-07,1261570000000.0,0.00117404,-7.92864e-20,-2.20231e-22,-1.06829e-19,0.00117404,2.30998e-21,-8.342430000000001e-24,6.60986e-23,0.00117704,145872000.0,-0.190126,7.7812e-11,-0.190125,145872000.0,-4.88909e-11,7.7812e-11,-4.8891e-11,5555630.0
6422,-0.109464,400.0,2.22694e-05,1094190000000000.0,-1426160.0,0.000671302,-1426160.0,1094190000000000.0,0.000223461,0.000671302,0.000223461,31885200000000.0,0.000924945,8.03861e-20,-6.98694e-22,7.75885e-22,0.000924945,1.62876e-21,-2.44942e-23,4.6086600000000004e-23,0.000931684,6322280000.0,-8.24048,2.12798e-09,-8.24042,6322280000.0,1.11892e-09,2.12798e-09,1.1189e-09,188758000.0
6423,-0.109464,500.0,0.000166112,7858420000000000.0,-10242600.0,0.0043728,-10242600.0,7858420000000000.0,0.00246006,0.0043728,0.00246006,232103000000000.0,0.000775114,1.15606e-19,-7.9468699999999995e-22,6.70116e-20,0.000775114,1.25904e-21,-2.54075e-23,3.60976e-23,0.000778593,60559500000.0,-78.9335,2.05484e-08,-78.9332,60559500000.0,1.67444e-08,2.05484e-08,1.67444e-08,1613200000.0
6424,-0.109464,600.0,0.000656768,3.02583e+16,-39438400.0,0.0152928,-39438400.0,3.02583e+16,0.0115991,0.0152928,0.0115991,896436000000000.0,0.000674878,7.56224e-20,-7.65255e-22,2.7849399999999997e-20,0.000674878,9.69763e-22,-2.2399900000000002e-23,2.89364e-23,0.000674341,285276000000.0,-371.828,9.92077e-08,-371.827,285276000000.0,7.0496e-08,9.92077e-08,7.04946e-08,7204920000.0
6425,-0.109464,700.0,0.00180026,8.11066e+16,-105714000.0,0.037717,-105714000.0,8.11067e+16,0.0346667,0.037717,0.0346667,2392320000000000.0,0.00060221,-1.3859e-20,-6.42126e-22,-5.10859e-21,0.00060221,6.91296e-22,-1.7193e-23,2.19963e-23,0.000598453,900052000000.0,-1173.12,3.24694e-07,-1173.12,900052000000.0,1.56711e-07,3.24694e-07,1.56712e-07,22067300000.0
6426,-0.109147,100.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6427,-0.109147,200.0,1.79096e-10,2071210000.0,-2.6996,-6.2454e-10,-2.6996,2071210000.0,-4.90691e-10,-6.2454e-10,-4.90691e-10,173107000.0,0.00157209,1.87126e-19,-2.96073e-30,1.85251e-19,0.00157209,1.2316800000000001e-29,3.6100000000000003e-32,9.93635e-30,0.00157209,-2.32831e-10,-2.43723e-10,3.22292e-22,-2.4128e-10,2.32831e-10,-1.3407499999999998e-21,-4.70186e-23,-1.2941599999999999e-20,4.36557e-11
6428,-0.109147,300.0,7.16554e-07,37226800000000.0,-48521.1,2.51386e-05,-48521.1,37226800000000.0,7.52888e-08,2.51386e-05,7.52888e-08,1067110000000.0,0.00118758,1.19297e-19,-2.62664e-22,-1.34077e-19,0.00118758,2.16753e-21,-9.892370000000001e-24,6.21255e-23,0.00119108,119785000.0,-0.156129,5.78346e-11,-0.156123,119785000.0,-5.91862e-11,5.78346e-11,-5.9188e-11,4661770.0
6429,-0.109147,400.0,1.96534e-05,965604000000000.0,-1258560.0,0.000592037,-1258560.0,965604000000000.0,0.00019729,0.000592037,0.00019729,28136300000000.0,0.000935663,7.32644e-20,-7.07478e-22,8.86852e-20,0.000935663,1.6312999999999998e-21,-2.47198e-23,4.6165800000000003e-23,0.000942358,5567130000.0,-7.25621,1.80436e-09,-7.25622,5567130000.0,1.00292e-09,1.80436e-09,1.00291e-09,165983000.0
6430,-0.109147,500.0,0.000150315,7111220000000000.0,-9268710.0,0.00395681,-9268710.0,7111220000000000.0,0.00222601,0.00395681,0.00222601,210034000000000.0,0.000783693,5.85097e-20,-7.923499999999999e-22,6.3802e-20,0.000783693,1.25874e-21,-2.53392e-23,3.60881e-23,0.000787174,55010800000.0,-71.701,1.81673e-08,-71.701,55010800000.0,1.52693e-08,1.81673e-08,1.52697e-08,1465360000.0
6431,-0.109147,600.0,0.000604333,2.78442e+16,-36291900.0,0.014071,-36291900.0,2.78442e+16,0.0106723,0.014071,0.0106723,824905000000000.0,0.000681966,-4.5433199999999994e-20,-7.602799999999999e-22,-4.4348e-20,0.000681966,9.70499e-22,-2.2264e-23,2.89488e-23,0.000681452,265008000000.0,-345.409,8.81915e-08,-345.409,265008000000.0,6.5261e-08,8.81915e-08,6.52611e-08,6681570000.0
6432,-0.109147,700.0,0.00167653,7.55416e+16,-98460300.0,0.0351218,-98460300.0,7.55416e+16,0.0322802,0.0351218,0.0322802,2228100000000000.0,0.000608192,4.01047e-20,-6.34864e-22,4.0697799999999996e-20,0.000608192,6.93627e-22,-1.70034e-23,2.20411e-23,0.000604488,851522000000.0,-1109.87,2.90524e-07,-1109.87,851522000000.0,1.45866e-07,2.90524e-07,1.45866e-07,20803500000.0
6433,-0.10883,100.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6434,-0.10883,200.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6435,-0.10883,300.0,6.06418e-07,31480000000000.0,-41030.8,2.11137e-05,-41030.8,31480000000000.0,-6.82385e-08,2.11137e-05,-6.82385e-08,902414000000.0,0.00120152,1.11384e-19,-3.25588e-22,1.02503e-19,0.00120152,2.11246e-21,-1.16934e-23,6.05639e-23,0.00120504,99847800.0,-0.130143,4.12601e-11,-0.130143,99847800.0,-5.56533e-11,4.12601e-11,-5.56528e-11,3904230.0
6436,-0.10883,400.0,1.73446e-05,852093000000000.0,-1110610.0,0.000522531,-1110610.0,852093000000000.0,0.000173924,0.000522531,0.000173924,24829700000000.0,0.000946358,-2.551e-21,-7.05121e-22,9.950159999999999e-20,0.000946358,1.6270599999999998e-21,-2.4667100000000002e-23,4.60408e-23,0.000953076,4897250000.0,-6.38303,1.59577e-09,-6.3831,4897250000.0,8.54416e-10,1.59577e-09,8.54463e-10,146260000.0
6437,-0.10883,500.0,0.00013602,6435040000000000.0,-8387380.0,0.0035805,-8387380.0,6435040000000000.0,0.00201467,0.0035805,0.00201467,190061000000000.0,0.000792264,-6.38723e-20,-7.88732e-22,-7.612179999999999e-20,0.000792264,1.26023e-21,-2.52307e-23,3.6132400000000003e-23,0.000795742,50006100000.0,-65.1772,1.60228e-08,-65.1772,50006100000.0,1.40881e-08,1.60228e-08,1.40882e-08,1331650000.0
6438,-0.10883,600.0,0.00055608,2.56227e+16,-33396400.0,0.0129463,-33396400.0,2.56227e+16,0.00981949,0.0129463,0.00981949,759080000000000.0,0.000689039,5.13285e-21,-7.54433e-22,2.3060799999999997e-20,0.000689039,9.72164e-22,-2.21041e-23,2.89873e-23,0.000688552,246616000000.0,-321.438,7.7661e-08,-321.438,246616000000.0,5.97981e-08,7.7661e-08,5.97985e-08,6206020000.0
6439,-0.10883,700.0,0.00156127,7.03582e+16,-91704400.0,0.0327035,-91704400.0,7.03582e+16,0.0300578,0.0327035,0.0300578,2075140000000000.0,0.000614153,5.3470499999999994e-20,-6.26382e-22,3.1448199999999994e-20,0.000614153,6.96169e-22,-1.67812e-23,2.2089e-23,0.00061051,807266000000.0,-1052.19,2.57839e-07,-1052.19,807266000000.0,1.35773e-07,2.57839e-07,1.35772e-07,19645800000.0
6440,-0.108514,100.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6441,-0.108514,200.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6442,-0.108514,300.0,5.13179e-07,26610300000000.0,-34683.6,1.80078e-05,-34683.6,26610300000000.0,-8.07871e-08,1.80078e-05,-8.07871e-08,762114000000.0,0.00121533,8.971729999999999e-20,-2.4679599999999997e-22,8.897719999999999e-20,0.00121533,2.10602e-21,-9.21894e-24,6.032580000000001e-23,0.0012185,82868200.0,-0.108011,4.05338e-11,-0.108011,82868200.0,-4.73961e-11,4.05338e-11,-4.73985e-11,3228820.0
6443,-0.108514,400.0,1.53069e-05,751827000000000.0,-979925.0,0.000461162,-979925.0,751827000000000.0,0.000153454,0.000461162,0.000153454,21912300000000.0,0.000956971,1.17905e-19,-7.0145e-22,1.327e-19,0.000956971,1.62744e-21,-2.4633100000000002e-23,4.60385e-23,0.0009638,4292520000.0,-5.5949,1.40283e-09,-5.59491,4292520000.0,7.45724e-10,1.40283e-09,7.45744e-10,129178000.0
6444,-0.108514,500.0,0.000123083,5823150000000000.0,-7589840.0,0.00323986,-7589840.0,5823150000000000.0,0.001823,0.00323986,0.001823,171989000000000.0,0.000800826,-8.457319999999999e-20,-7.84708e-22,-6.901979999999999e-20,0.000800826,1.25975e-21,-2.51146e-23,3.61168e-23,0.000804309,45501100000.0,-59.3054,1.40113e-08,-59.3055,45501100000.0,1.28918e-08,1.40113e-08,1.28918e-08,1211800000.0
6445,-0.108514,600.0,0.000511674,2.35784e+16,-30731900.0,0.0119112,-30731900.0,2.35784e+16,0.00903526,0.0119112,0.00903526,698506000000000.0,0.000696092,2.4762199999999997e-20,-7.47705e-22,5.3538499999999995e-20,0.000696092,9.73017e-22,-2.1921400000000002e-23,2.8999400000000003e-23,0.000695638,229912000000.0,-299.667,6.79443e-08,-299.667,229912000000.0,5.59524e-08,6.79443e-08,5.59514e-08,5773470000.0
6446,-0.108514,700.0,0.00145392,6.55306e+16,-85412100.0,0.0304499,-85412100.0,6.55306e+16,0.0279883,0.0304499,0.0279883,1932670000000000.0,0.000620088,4.73556e-20,-6.16646e-22,9.32696e-21,0.000620088,6.99157e-22,-1.6526400000000002e-23,2.21458e-23,0.000616515,767174000000.0,-999.931,2.26459e-07,-999.929,767174000000.0,1.26218e-07,2.26459e-07,1.26218e-07,18587000000.0
6447,-0.108197,100.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6448,-0.108197,200.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6449,-0.108197,300.0,4.34148e-07,22432300000000.0,-29238.1,1.53028e-05,-29238.1,22432300000000.0,3.53548e-08,1.53028e-05,3.53548e-08,644507000000.0,0.00122816,1.8809799999999998e-20,-1.77667e-22,1.6357599999999997e-20,0.00122816,2.16681e-21,-8.067410000000001e-24,6.224810000000001e-23,0.0012325,66393000.0,-0.0865364,3.65241e-11,-0.0865364,66393000.0,-3.52437e-11,3.65241e-11,-3.52442e-11,2707970.0
6450,-0.108197,400.0,1.35087e-05,663410000000000.0,-864684.0,0.000406621,-864684.0,663410000000000.0,0.000135476,0.000406621,0.000135476,19337500000000.0,0.000967635,1.91767e-19,-7.113e-22,7.38454e-20,0.000967635,1.6300099999999998e-21,-2.49552e-23,4.6106e-23,0.000974523,3771210000.0,-4.91547,1.17685e-09,-4.91541,3771210000.0,6.6507e-10,1.17685e-09,6.6504e-10,113961000.0
6451,-0.108197,500.0,0.000111377,5269410000000000.0,-6868110.0,0.00293138,-6868110.0,5269410000000000.0,0.00164938,0.00293138,0.00164938,155634000000000.0,0.000809374,-2.60246e-21,-7.80833e-22,3.46649e-20,0.000809374,1.2581799999999998e-21,-2.5001800000000002e-23,3.60695e-23,0.000812861,41445700000.0,-54.02,1.20738e-08,-54.0202,41445700000.0,1.17648e-08,1.20738e-08,1.17646e-08,1103740000.0
6452,-0.108197,600.0,0.000470811,2.16973e+16,-28280100.0,0.0109584,-28280100.0,2.16973e+16,0.00831347,0.0109584,0.00831347,642766000000000.0,0.00070313,2.7994e-20,-7.39639e-22,5.30227e-20,0.00070313,9.74219e-22,-2.1700999999999998e-23,2.902e-23,0.000702714,214795000000.0,-279.963,5.85316e-08,-279.963,214795000000.0,5.19655e-08,5.85316e-08,5.19655e-08,5379660000.0
6453,-0.108197,700.0,0.00135392,6.10345e+16,-79551900.0,0.0283499,-79551900.0,6.10345e+16,0.0260614,0.0283499,0.0260614,1799980000000000.0,0.000625993,9.615019999999999e-20,-6.05423e-22,-3.8539e-20,0.000625993,7.02616e-22,-1.62326e-23,2.2212200000000002e-23,0.000622501,730917000000.0,-952.676,1.96378e-07,-952.669,730917000000.0,1.17441e-07,1.96378e-07,1.17442e-07,17623900000.0
6454,-0.107881,100.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6455,-0.107881,200.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6456,-0.107881,300.0,3.67331e-07,18933200000000.0,-24677.4,1.30544e-05,-24677.4,18933200000000.0,-1.17766e-08,1.30544e-05,-1.17766e-08,545020000000.0,0.00124146,1.11414e-19,-8.83103e-23,-7.727329999999999e-20,0.00124146,2.14221e-21,-6.006110000000001e-24,6.16699e-23,0.00124649,54108300.0,-0.0705259,3.45306e-11,-0.0705232,54108300.0,-3.08626e-11,3.45306e-11,-3.08635e-11,2271560.0
6457,-0.107881,400.0,1.19217e-05,585427000000000.0,-763040.0,0.00035905,-763040.0,585427000000000.0,0.000119442,0.00035905,0.000119442,17063300000000.0,0.000978338,1.14814e-19,-7.03004e-22,-4.51871e-22,0.000978338,1.62672e-21,-2.46829e-23,4.6018999999999997e-23,0.000985174,3319040000.0,-4.32607,1.06283e-09,-4.32601,3319040000.0,5.67728e-10,1.06283e-09,5.67712e-10,100340000.0
6458,-0.107881,500.0,0.000100784,4768380000000000.0,-6215070.0,0.00265231,-6215070.0,4768380000000000.0,0.00149254,0.00265231,0.00149254,140835000000000.0,0.000817906,-2.6243199999999997e-20,-7.75629e-22,2.60869e-20,0.000817906,1.25839e-21,-2.48556e-23,3.60712e-23,0.000821407,37866500000.0,-49.3548,1.03364e-08,-49.355,37866500000.0,1.0784e-08,1.03364e-08,1.07841e-08,1007130000.0
6459,-0.107881,600.0,0.000433208,1.99664e+16,-26024000.0,0.0100812,-26024000.0,1.99664e+16,0.0076489,0.0100812,0.0076489,591477000000000.0,0.000710141,8.689819999999999e-20,-7.29868e-22,-5.1148099999999996e-21,0.000710141,9.76733e-22,-2.1432300000000002e-23,2.90779e-23,0.000709767,201197000000.0,-262.24,4.93205e-08,-262.239,201197000000.0,4.72048e-08,4.93205e-08,4.72045e-08,5026650000.0
6460,-0.107881,700.0,0.00126079,5.68473e+16,-74094300.0,0.026393,-74094300.0,5.68473e+16,0.024267,0.026393,0.024267,1676410000000000.0,0.000631865,5.824289999999999e-20,-5.92455e-22,3.2555799999999997e-20,0.000631865,7.065539999999999e-22,-1.58929e-23,2.22873e-23,0.000628465,698346000000.0,-910.222,1.67101e-07,-910.22,698346000000.0,1.09155e-07,1.67101e-07,1.09156e-07,16748700000.0
6461,-0.107564,100.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6462,-0.107564,200.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6463,-0.107564,300.0,3.10673e-07,15970900000000.0,-20816.3,1.07296e-05,-20816.3,15970900000000.0,1.86803e-07,1.07296e-05,1.86803e-07,458088000000.0,0.00125462,-2.34396e-21,-2.97854e-22,-4.3096299999999996e-20,0.00125462,2.3031899999999997e-21,-1.11186e-23,6.60169e-23,0.00125846,43856100.0,-0.0571616,1.82215e-11,-0.0571612,43856100.0,-1.83545e-11,1.82215e-11,-1.83545e-11,1812860.0
6464,-0.107564,400.0,1.05209e-05,516542000000000.0,-673257.0,0.000316844,-673257.0,516542000000000.0,0.000105663,0.000316844,0.000105663,15057600000000.0,0.000988943,8.557219999999999e-20,-7.00699e-22,7.769009999999999e-20,0.000988943,1.63844e-21,-2.4672700000000002e-23,4.63455e-23,0.000995867,2919820000.0,-3.80571,9.29147e-10,-3.8057,2919820000.0,5.36465e-10,9.29147e-10,5.36453e-10,88512100.0
6465,-0.107564,500.0,9.11975e-05,4315000000000000.0,-5624130.0,0.00239986,-5624130.0,4315000000000000.0,0.00135045,0.00239986,0.00135045,127444000000000.0,0.000826419,-1.84859e-20,-7.70086e-22,-9.535869999999999e-20,0.000826419,1.25665e-21,-2.4702500000000002e-23,3.60137e-23,0.000829939,34677300000.0,-45.198,8.90599e-09,-45.1978,34677300000.0,9.94175e-09,8.90599e-09,9.94175e-09,920822000.0
6466,-0.107564,600.0,0.000398605,1.83737e+16,-23948100.0,0.00927387,-23948100.0,1.83737e+16,0.00703788,0.00927387,0.00703788,544281000000000.0,0.000717127,7.94548e-20,-7.18523e-22,7.975639999999999e-20,0.000717127,9.78663e-22,-2.11205e-23,2.91154e-23,0.000716802,188989000000.0,-246.329,4.05972e-08,-246.329,188989000000.0,4.37692e-08,4.05972e-08,4.37689e-08,4705940000.0
6467,-0.107564,700.0,0.00117405,5.2948e+16,-69012100.0,0.0245693,-69012100.0,5.2948e+16,0.0225962,0.0245693,0.0225962,1561320000000000.0,0.000637696,6.738389999999999e-20,-5.77498e-22,6.683719999999999e-20,0.000637696,7.11162e-22,-1.55009e-23,2.2376200000000002e-23,0.000634403,669382000000.0,-872.47,1.38606e-07,-872.47,669382000000.0,1.01409e-07,1.38606e-07,1.01409e-07,15958200000.0
6468,-0.107248,100.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6469,-0.107248,200.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6470,-0.107248,300.0,2.62762e-07,13441500000000.0,-17519.6,9.36488e-06,-17519.6,13441500000000.0,1.27494e-07,9.36488e-06,1.27494e-07,385880000000.0,0.00126709,1.43134e-19,-1.62105e-23,7.90943e-20,0.00126709,2.28942e-21,-3.3509300000000005e-24,6.56858e-23,0.00127123,34633000.0,-0.0451419,2.41963e-11,-0.0451412,34633000.0,-1.55737e-11,2.41963e-11,-1.55742e-11,1475510.0
6471,-0.107248,400.0,9.28499e-06,455840000000000.0,-594139.0,0.000279535,-594139.0,455840000000000.0,9.33428e-05,0.000279535,9.33428e-05,13287800000000.0,0.000999667,7.275000000000001e-20,-7.036719999999999e-22,-1.50868e-20,0.000999667,1.64336e-21,-2.47434e-23,4.6491300000000005e-23,0.00100657,2574810000.0,-3.35602,8.03102e-10,-3.35598,2574810000.0,4.83447e-10,8.03101e-10,4.83436e-10,78160400.0
6472,-0.107248,500.0,8.25229e-05,3904730000000000.0,-5089400.0,0.00217095,-5089400.0,3904730000000000.0,0.00122174,0.00217095,0.00122174,115325000000000.0,0.000834903,8.42678e-20,-7.61963e-22,8.24771e-20,0.000834903,1.2618299999999999e-21,-2.4472300000000002e-23,3.61605e-23,0.000838443,31851800000.0,-41.5156,7.0404e-09,-41.5156,31851800000.0,8.39765e-09,7.0404e-09,8.3975e-09,843411000.0
6473,-0.107248,600.0,0.000366763,1.69083e+16,-22038100.0,0.00853069,-22038100.0,1.69083e+16,0.00647568,0.00853069,0.00647568,500856000000000.0,0.000724081,1.1217e-19,-7.05221e-22,1.0393400000000001e-19,0.000724081,9.80714e-22,-2.0755700000000002e-23,2.9152600000000004e-23,0.000723815,178100000000.0,-232.136,3.22014e-08,-232.136,178100000000.0,4.06669e-08,3.22014e-08,4.06677e-08,4417490000.0
6474,-0.107248,700.0,0.00109326,4.93171e+16,-64279500.0,0.0228699,-64279500.0,4.93171e+16,0.0210403,0.0228699,0.0210403,1454150000000000.0,0.000643482,-2.51593e-20,-5.60204e-22,-5.3840899999999996e-20,0.000643482,7.16377e-22,-1.5047e-23,2.2476300000000002e-23,0.00064031,643804000000.0,-839.128,1.1094e-07,-839.127,643804000000.0,9.40388e-08,1.1094e-07,9.40392e-08,15249200000.0
6475,-0.106931,100.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6476,-0.106931,200.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6477,-0.106931,300.0,2.22221e-07,11333700000000.0,-14772.3,7.73433e-06,-14772.3,11333700000000.0,-1.9308e-08,7.73433e-06,-1.9308e-08,325825000000.0,0.0012802,6.13902e-20,-1.72102e-22,8.70913e-21,0.0012802,2.17331e-21,-8.08058e-24,6.2487e-23,0.00128479,27997700.0,-0.0364925,1.48552e-11,-0.036492,27997700.0,-1.64232e-11,1.48552e-11,-1.64235e-11,1225230.0
6478,-0.106931,400.0,8.19403e-06,402260000000000.0,-524303.0,0.000246999,-524303.0,402260000000000.0,8.2344e-05,0.000246999,8.2344e-05,11725100000000.0,0.00101033,-4.4094e-20,-6.91364e-22,-9.421829999999999e-20,0.00101033,1.63554e-21,-2.43265e-23,4.6280700000000004e-23,0.00101712,2285020000.0,-2.97826,7.92076e-10,-2.97824,2285020000.0,4.92675e-10,7.92076e-10,4.92672e-10,69769500.0
6479,-0.106931,500.0,7.46731e-05,3533510000000000.0,-4605550.0,0.00196403,-4605550.0,3533510000000000.0,0.00110558,0.00196403,0.00110558,104360000000000.0,0.00084337,5.834579999999999e-20,-7.5231e-22,5.47859e-20,0.00084337,1.2626099999999999e-21,-2.42002e-23,3.61751e-23,0.000846935,29327900000.0,-38.2259,5.52531e-09,-38.2259,29327900000.0,7.69463e-09,5.52531e-09,7.69468e-09,774530000.0
6480,-0.106931,600.0,0.000337462,1.55599e+16,-20280700.0,0.00784648,-20280700.0,1.55599e+16,0.00595834,0.00784648,0.00595834,460899000000000.0,0.000730994,5.718179999999999e-20,-6.89579e-22,6.006529999999999e-20,0.000730994,9.82957e-22,-2.03275e-23,2.91908e-23,0.000730798,168442000000.0,-219.547,2.40018e-08,-219.547,168442000000.0,3.7799e-08,2.40018e-08,3.7799e-08,4159060000.0
6481,-0.106931,700.0,0.00101801,4.59361e+16,-59872800.0,0.021286,-59872800.0,4.59361e+16,0.0195917,0.021286,0.0195917,1354350000000000.0,0.000649215,1.46948e-20,-5.40385e-22,3.90217e-20,0.000649215,7.22193e-22,-1.45271e-23,2.2586200000000002e-23,0.000646182,621450000000.0,-809.994,8.37625e-08,-809.995,621450000000.0,8.76126e-08,8.37625e-08,8.76123e-08,14618300000.0
6482,-0.106615,100.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6483,-0.106615,200.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
