distance,rms,atom_a,atom_b
7.337424650224688,0.04668623512829958,1,66
10.616110436172507,0.020964590792195783,1,67
7.337424650224688,0.04668623512829958,1,68
7.337424650224688,0.046686235128299745,1,69
7.337424650224688,0.046686235128299745,1,70
9.647821897259965,0.14384828252428492,1,71
9.647821897259963,0.14384828252428492,1,72
10.616110436172509,0.020964590792195793,1,73
9.647821897259965,0.008045067189873996,1,74
10.616110436172509,0.020964590792195793,1,75
9.647821897259965,0.1438482825242848,1,76
7.337424650224689,0.046686235128299704,1,77
9.647821897259965,0.008045067189874246,1,78
9.647821897259965,0.008045067189874246,1,79
7.337424650224689,0.046686235128299704,1,80
4.429597434503725,0.393271712582977,2,1
0.0,2.4083955725465436,2,2
4.429597434503724,0.393271712582977,2,3
8.85919486900745,0.0689860062667635,2,4
7.672287813637204,0.034097371609212786,2,5
4.429597434503725,0.3932717125829768,2,6
4.429597434503725,0.3932717125829769,2,7
7.672287813637204,0.034097371609212786,2,8
7.672287813637205,0.03409737160921305,2,9
8.85919486900745,0.06898600626676371,2,10
7.672287813637205,0.03409733288190012,2,11
8.85919486900745,0.06898600626676371,2,12
4.429597434503725,0.393271712582977,2,13
4.429597434503725,0.393271712582977,2,14
7.672287813637204,0.03409733288189999,2,15
7.672287813637203,0.03409733288189999,2,16
4.857977413792085,0.2180597577799201,2,17
4.857977413792058,0.2180597577799201,2,18
7.927333184396722,0.03136274793165842,2,19
7.927333184396773,0.03136274793165842,2,20
6.574289161930459,0.29967729129852233,2,21
4.857977413792086,0.21805975777991995,2,22
6.574289161930418,0.2996772912985225,2,23
10.103725960256513,0.12833427487294116,2,24
10.103725960256513,0.12833427487294122,2,25
7.9273331843967725,0.031362747931658504,2,26
7.9273331843967565,0.031362747931658504,2,27
10.103725960256527,0.12833427487294122,2,28
6.574289161930417,0.29967729129852244,2,29
7.927333184396721,0.031362747931658566,2,30
11.032071959143627,0.01795188026516935,2,31
7.927333184396756,0.031362747931658566,2,32
3.081556182188202,0.8296582171650062,2,33
3.0815561821881583,0.8296582171650062,2,34
6.981307568608172,0.059736637372322786,2,35
6.981307568608231,0.059736637372322786,2,36
5.396046880425018,0.02442590610111139,2,37
3.081556182188202,0.8296582171650061,2,38
5.396046880424968,0.02442590610111139,2,39
9.37983593838558,0.0069779435346577125,2,40
9.37983593838558,0.006977943534657752,2,41
6.98130756860823,0.059736637372322904,2,42
6.981307568608211,0.059736637372322904,2,43
9.379835938385595,0.006977943534657752,2,44
5.396046880424968,0.0244259061011115,2,45
6.981307568608171,0.05973663737232274,2,46
10.373169991029329,0.016792921703121286,2,47
6.9813075686082104,0.059736637372322696,2,48
5.516035979571838,0.03417495339290625,2,49
3.287144580965208,0.15533148789184717,2,50
5.516035979571814,0.03417495339290625,2,51
9.449373165624088,0.01924802596359755,2,52
7.074460146166149,0.1165648231696239,2,53
3.287144580965229,0.15533148789184714,2,54
3.287144580965208,0.15533148789184711,2,55
7.074460146166121,0.1165648231696239,2,56
10.436090582923221,0.03526103144545496,2,57
7.074460146166149,0.11656482316962406,2,58
5.5160359795718374,0.03417495339290637,2,59
7.074460146166129,0.11656482316962406,2,60
7.07446014616613,0.11656482316962409,2,61
7.07446014616612,0.11656482316962409,2,62
9.449373165624088,0.019248025963597537,2,63
9.44937316562411,0.019248025963597537,2,64
7.337424650224688,0.04668623512829958,2,65
5.849484341885438,0.022523708854067678,2,66
7.337424650224688,0.04668623512829958,2,67
10.616110436172507,0.020964590792195783,2,68
9.647821897259965,0.14384828252428492,2,69
7.337424650224688,0.046686235128299745,2,70
7.337424650224688,0.046686235128299745,2,71
9.647821897259965,0.14384828252428492,2,72
9.647821897259965,0.1438482825242848,2,73
10.616110436172509,0.020964590792195793,2,74
9.647821897259965,0.008045067189873996,2,75
10.616110436172509,0.020964590792195793,2,76
7.337424650224689,0.046686235128299704,2,77
7.337424650224689,0.046686235128299704,2,78
9.647821897259965,0.008045067189874246,2,79
9.647821897259965,0.008045067189874246,2,80
8.85919486900745,0.0689860062667635,3,1
4.429597434503724,0.393271712582977,3,2
0.0,2.4083955725465436,3,3
4.429597434503725,0.393271712582977,3,4
7.672287813637204,0.034097371609212786,3,5
7.672287813637203,0.034097371609212786,3,6
4.429597434503724,0.3932717125829768,3,7
4.429597434503725,0.3932717125829769,3,8
8.85919486900745,0.06898600626676371,3,9
7.672287813637205,0.03409737160921305,3,10
8.85919486900745,0.06898600626676371,3,11
7.672287813637205,0.03409733288190012,3,12
7.672287813637203,0.03409733288189999,3,13
4.429597434503725,0.393271712582977,3,14
4.429597434503726,0.393271712582977,3,15
7.672287813637205,0.03409733288189999,3,16
7.927333184396772,0.03136274793165842,3,17
4.857977413792085,0.2180597577799201,3,18
4.857977413792058,0.2180597577799201,3,19
7.927333184396723,0.03136274793165842,3,20
10.103725960256513,0.12833427487294116,3,21
6.574289161930458,0.29967729129852233,3,22
4.857977413792086,0.21805975777991995,3,23
6.574289161930418,0.2996772912985225,3,24
10.103725960256527,0.12833427487294122,3,25
10.103725960256513,0.12833427487294122,3,26
7.9273331843967725,0.031362747931658504,3,27
7.9273331843967565,0.031362747931658504,3,28
7.927333184396754,0.031362747931658566,3,29
6.574289161930417,0.29967729129852244,3,30
7.927333184396721,0.031362747931658566,3,31
11.032071959143629,0.01795188026516935,3,32
6.981307568608229,0.059736637372322786,3,33
3.081556182188201,0.8296582171650062,3,34
3.0815561821881587,0.8296582171650062,3,35
6.981307568608173,0.059736637372322786,3,36
9.37983593838558,0.0069779435346577125,3,37
5.3960468804250175,0.02442590610111139,3,38
3.081556182188202,0.8296582171650061,3,39
5.396046880424969,0.02442590610111139,3,40
9.379835938385595,0.006977943534657752,3,41
9.37983593838558,0.006977943534657752,3,42
6.98130756860823,0.059736637372322904,3,43
6.981307568608211,0.059736637372322904,3,44
6.981307568608209,0.059736637372322696,3,45
5.396046880424968,0.0244259061011115,3,46
6.981307568608171,0.05973663737232274,3,47
10.37316999102933,0.016792921703121286,3,48
9.449373165624088,0.01924802596359755,3,49
5.5160359795718374,0.03417495339290625,3,50
3.287144580965208,0.15533148789184717,3,51
5.516035979571814,0.03417495339290625,3,52
7.07446014616612,0.1165648231696239,3,53
7.074460146166148,0.1165648231696239,3,54
3.287144580965228,0.15533148789184714,3,55
3.28714458096521,0.15533148789184711,3,56
7.07446014616613,0.11656482316962406,3,57
10.436090582923221,0.03526103144545496,3,58
7.074460146166148,0.11656482316962406,3,59
5.5160359795718374,0.03417495339290637,3,60
9.449373165624108,0.019248025963597537,3,61
7.074460146166129,0.11656482316962409,3,62
7.074460146166121,0.11656482316962409,3,63
9.449373165624088,0.019248025963597537,3,64
10.616110436172507,0.020964590792195783,3,65
7.337424650224688,0.04668623512829958,3,66
5.849484341885438,0.022523708854067678,3,67
7.337424650224688,0.04668623512829958,3,68
9.647821897259965,0.14384828252428492,3,69
9.647821897259963,0.14384828252428492,3,70
7.337424650224688,0.046686235128299745,3,71
7.337424650224689,0.046686235128299745,3,72
10.616110436172509,0.020964590792195793,3,73
9.647821897259965,0.1438482825242848,3,74
10.616110436172509,0.020964590792195793,3,75
9.647821897259965,0.008045067189873996,3,76
9.647821897259965,0.008045067189874246,3,77
7.337424650224688,0.046686235128299704,3,78
7.337424650224689,0.046686235128299704,3,79
9.647821897259965,0.008045067189874246,3,80
4.429597434503725,0.393271712582977,4,1
8.85919486900745,0.0689860062667635,4,2
4.429597434503725,0.393271712582977,4,3
0.0,2.4083955725465436,4,4
4.429597434503725,0.3932717125829769,4,5
7.672287813637207,0.034097371609212786,4,6
7.672287813637203,0.034097371609212786,4,7
4.429597434503724,0.3932717125829768,4,8
7.672287813637205,0.03409733288190012,4,9
8.85919486900745,0.06898600626676371,4,10
7.672287813637205,0.03409737160921305,4,11
8.85919486900745,0.06898600626676371,4,12
7.672287813637205,0.03409733288189999,4,13
7.672287813637203,0.03409733288189999,4,14
4.429597434503725,0.393271712582977,4,15
4.429597434503726,0.393271712582977,4,16
7.927333184396722,0.03136274793165842,4,17
7.927333184396772,0.03136274793165842,4,18
4.857977413792085,0.2180597577799201,4,19
4.857977413792058,0.2180597577799201,4,20
6.574289161930416,0.2996772912985225,4,21
10.103725960256515,0.12833427487294116,4,22
6.574289161930459,0.29967729129852233,4,23
4.857977413792086,0.21805975777991995,4,24
7.927333184396756,0.031362747931658504,4,25
10.103725960256527,0.12833427487294122,4,26
10.103725960256513,0.12833427487294122,4,27
7.9273331843967725,0.031362747931658504,4,28
11.032071959143629,0.01795188026516935,4,29
7.927333184396755,0.031362747931658566,4,30
6.574289161930417,0.29967729129852244,4,31
7.927333184396723,0.031362747931658566,4,32
6.981307568608171,0.059736637372322786,4,33
6.981307568608229,0.059736637372322786,4,34
3.081556182188201,0.8296582171650062,4,35
3.0815561821881587,0.8296582171650062,4,36
5.396046880424968,0.02442590610111139,4,37
9.37983593838558,0.0069779435346577125,4,38
5.396046880425018,0.02442590610111139,4,39
3.081556182188202,0.8296582171650061,4,40
6.981307568608211,0.059736637372322904,4,41
9.379835938385595,0.006977943534657752,4,42
9.37983593838558,0.006977943534657752,4,43
6.98130756860823,0.059736637372322904,4,44
10.373169991029329,0.016792921703121286,4,45
6.98130756860821,0.059736637372322696,4,46
5.396046880424968,0.0244259061011115,4,47
6.981307568608173,0.05973663737232274,4,48
5.516035979571814,0.03417495339290625,4,49
9.44937316562409,0.01924802596359755,4,50
5.5160359795718374,0.03417495339290625,4,51
3.287144580965208,0.15533148789184717,4,52
3.287144580965208,0.15533148789184711,4,53
7.074460146166122,0.1165648231696239,4,54
7.074460146166148,0.1165648231696239,4,55
3.2871445809652275,0.15533148789184714,4,56
5.5160359795718374,0.03417495339290637,4,57
7.07446014616613,0.11656482316962406,4,58
10.436090582923221,0.03526103144545496,4,59
7.074460146166148,0.11656482316962406,4,60
9.44937316562409,0.019248025963597537,4,61
9.449373165624108,0.019248025963597537,4,62
7.074460146166129,0.11656482316962409,4,63
7.07446014616612,0.11656482316962409,4,64
7.337424650224688,0.04668623512829958,4,65
10.616110436172507,0.020964590792195783,4,66
7.337424650224688,0.04668623512829958,4,67
5.849484341885438,0.022523708854067678,4,68
7.337424650224689,0.046686235128299745,4,69
9.647821897259966,0.14384828252428492,4,70
9.647821897259963,0.14384828252428492,4,71
7.337424650224688,0.046686235128299745,4,72
9.647821897259965,0.008045067189873996,4,73
10.616110436172507,0.020964590792195793,4,74
9.647821897259965,0.1438482825242848,4,75
10.616110436172507,0.020964590792195793,4,76
9.647821897259965,0.008045067189874246,4,77
9.647821897259965,0.008045067189874246,4,78
7.337424650224688,0.046686235128299704,4,79
7.337424650224689,0.046686235128299704,4,80
4.429597434503725,0.393271712582977,5,1
7.672287813637204,0.03409733288189999,5,2
7.672287813637204,0.03409733288189999,5,3
4.429597434503725,0.393271712582977,5,4
0.0,2.4083955725465436,5,5
4.429597434503725,0.393271712582977,5,6
8.85919486900745,0.0689860062667635,5,7
4.429597434503724,0.393271712582977,5,8
4.429597434503725,0.3932717125829768,5,9
4.429597434503725,0.3932717125829769,5,10
7.672287813637204,0.034097371609212786,5,11
7.672287813637203,0.034097371609212786,5,12
8.859194869007448,0.06898600626676371,5,13
7.672287813637203,0.03409733288190012,5,14
8.859194869007448,0.06898600626676371,5,15
7.672287813637205,0.03409737160921305,5,16
7.927333184396722,0.031362747931658566,5,17
11.032071959143629,0.01795188026516935,5,18
7.927333184396756,0.031362747931658566,5,19
6.574289161930418,0.29967729129852244,5,20
4.857977413792058,0.2180597577799201,5,21
7.927333184396722,0.03136274793165842,5,22
7.9273331843967725,0.03136274793165842,5,23
4.857977413792086,0.2180597577799201,5,24
4.857977413792086,0.21805975777991995,5,25
6.574289161930418,0.2996772912985225,5,26
10.103725960256515,0.12833427487294116,5,27
6.5742891619304595,0.29967729129852233,5,28
7.9273331843967725,0.031362747931658504,5,29
7.9273331843967565,0.031362747931658504,5,30
10.103725960256527,0.12833427487294122,5,31
10.103725960256513,0.12833427487294122,5,32
6.981307568608172,0.05973663737232274,5,33
10.37316999102933,0.016792921703121286,5,34
6.981307568608211,0.059736637372322696,5,35
5.396046880424969,0.0244259061011115,5,36
3.081556182188158,0.8296582171650062,5,37
6.981307568608171,0.059736637372322786,5,38
6.98130756860823,0.059736637372322786,5,39
3.081556182188202,0.8296582171650062,5,40
3.081556182188202,0.8296582171650061,5,41
5.396046880424969,0.02442590610111139,5,42
9.37983593838558,0.0069779435346577125,5,43
5.396046880425019,0.02442590610111139,5,44
6.98130756860823,0.059736637372322904,5,45
6.981307568608211,0.059736637372322904,5,46
9.379835938385595,0.006977943534657752,5,47
9.37983593838558,0.006977943534657752,5,48
7.07446014616612,0.11656482316962409,5,49
9.449373165624088,0.019248025963597537,5,50
9.44937316562411,0.019248025963597537,5,51
7.07446014616613,0.11656482316962409,5,52
3.287144580965208,0.15533148789184717,5,53
5.516035979571814,0.03417495339290625,5,54
9.449373165624088,0.01924802596359755,5,55
5.516035979571838,0.03417495339290625,5,56
3.287144580965229,0.15533148789184714,5,57
3.287144580965208,0.15533148789184711,5,58
7.07446014616612,0.1165648231696239,5,59
7.074460146166149,0.1165648231696239,5,60
7.074460146166149,0.11656482316962406,5,61
5.5160359795718374,0.03417495339290637,5,62
7.074460146166129,0.11656482316962406,5,63
10.436090582923221,0.03526103144545496,5,64
7.337424650224688,0.046686235128299704,5,65
9.647821897259965,0.008045067189874246,5,66
9.647821897259965,0.008045067189874246,5,67
7.337424650224688,0.046686235128299704,5,68
5.849484341885438,0.022523708854067678,5,69
7.337424650224688,0.04668623512829958,5,70
10.616110436172507,0.020964590792195783,5,71
7.337424650224688,0.04668623512829958,5,72
7.337424650224689,0.046686235128299745,5,73
7.337424650224689,0.046686235128299745,5,74
9.647821897259965,0.14384828252428492,5,75
9.647821897259965,0.14384828252428492,5,76
10.616110436172507,0.020964590792195793,5,77
9.647821897259963,0.008045067189873996,5,78
10.616110436172507,0.020964590792195793,5,79
9.647821897259965,0.1438482825242848,5,80
4.429597434503725,0.393271712582977,6,1
4.429597434503725,0.393271712582977,6,2
7.672287813637203,0.03409733288189999,6,3
7.672287813637204,0.03409733288189999,6,4
4.429597434503725,0.393271712582977,6,5
0.0,2.4083955725465436,6,6
4.429597434503725,0.393271712582977,6,7
8.85919486900745,0.0689860062667635,6,8
7.672287813637204,0.034097371609212786,6,9
4.429597434503725,0.3932717125829768,6,10
4.429597434503725,0.3932717125829769,6,11
7.672287813637205,0.034097371609212786,6,12
7.672287813637205,0.03409737160921305,6,13
8.859194869007448,0.06898600626676371,6,14
7.672287813637203,0.03409733288190012,6,15
8.859194869007448,0.06898600626676371,6,16
6.574289161930418,0.29967729129852244,6,17
7.927333184396722,0.031362747931658566,6,18
11.032071959143629,0.01795188026516935,6,19
7.927333184396756,0.031362747931658566,6,20
4.857977413792085,0.2180597577799201,6,21
4.857977413792058,0.2180597577799201,6,22
7.927333184396721,0.03136274793165842,6,23
7.9273331843967725,0.03136274793165842,6,24
6.574289161930459,0.29967729129852233,6,25
4.857977413792086,0.21805975777991995,6,26
6.574289161930418,0.2996772912985225,6,27
10.103725960256515,0.12833427487294116,6,28
10.103725960256513,0.12833427487294122,6,29
7.9273331843967725,0.031362747931658504,6,30
7.9273331843967565,0.031362747931658504,6,31
10.103725960256527,0.12833427487294122,6,32
5.396046880424969,0.0244259061011115,6,33
6.981307568608172,0.05973663737232274,6,34
10.37316999102933,0.016792921703121286,6,35
6.981307568608211,0.059736637372322696,6,36
3.0815561821882014,0.8296582171650062,6,37
3.081556182188158,0.8296582171650062,6,38
6.981307568608171,0.059736637372322786,6,39
6.98130756860823,0.059736637372322786,6,40
5.396046880425018,0.02442590610111139,6,41
3.081556182188202,0.8296582171650061,6,42
5.396046880424969,0.02442590610111139,6,43
9.37983593838558,0.0069779435346577125,6,44
9.37983593838558,0.006977943534657752,6,45
6.98130756860823,0.059736637372322904,6,46
6.981307568608211,0.059736637372322904,6,47
9.379835938385595,0.006977943534657752,6,48
7.07446014616613,0.11656482316962409,6,49
7.07446014616612,0.11656482316962409,6,50
9.449373165624088,0.019248025963597537,6,51
9.44937316562411,0.019248025963597537,6,52
5.516035979571838,0.03417495339290625,6,53
3.287144580965208,0.15533148789184717,6,54
5.516035979571814,0.03417495339290625,6,55
9.449373165624088,0.01924802596359755,6,56
7.074460146166149,0.1165648231696239,6,57
3.287144580965229,0.15533148789184714,6,58
3.287144580965208,0.15533148789184711,6,59
7.07446014616612,0.1165648231696239,6,60
10.436090582923221,0.03526103144545496,6,61
7.074460146166149,0.11656482316962406,6,62
5.5160359795718374,0.03417495339290637,6,63
7.074460146166129,0.11656482316962406,6,64
7.337424650224688,0.046686235128299704,6,65
7.337424650224688,0.046686235128299704,6,66
9.647821897259963,0.008045067189874246,6,67
9.647821897259965,0.008045067189874246,6,68
7.337424650224688,0.04668623512829958,6,69
5.849484341885438,0.022523708854067678,6,70
7.337424650224688,0.04668623512829958,6,71
10.616110436172507,0.020964590792195783,6,72
9.647821897259965,0.14384828252428492,6,73
7.337424650224689,0.046686235128299745,6,74
7.337424650224689,0.046686235128299745,6,75
9.647821897259965,0.14384828252428492,6,76
9.647821897259965,0.1438482825242848,6,77
10.616110436172507,0.020964590792195793,6,78
9.647821897259963,0.008045067189873996,6,79
10.616110436172507,0.020964590792195793,6,80
7.672287813637204,0.03409733288189999,7,1
4.429597434503725,0.393271712582977,7,2
4.429597434503724,0.393271712582977,7,3
7.672287813637203,0.03409733288189999,7,4
8.85919486900745,0.0689860062667635,7,5
4.429597434503725,0.393271712582977,7,6
0.0,2.4083955725465436,7,7
4.429597434503725,0.393271712582977,7,8
7.672287813637205,0.034097371609212786,7,9
7.672287813637204,0.034097371609212786,7,10
4.429597434503725,0.3932717125829768,7,11
4.429597434503726,0.3932717125829769,7,12
8.859194869007448,0.06898600626676371,7,13
7.672287813637205,0.03409737160921305,7,14
8.859194869007448,0.06898600626676371,7,15
7.672287813637203,0.03409733288190012,7,16
7.927333184396756,0.031362747931658566,7,17
6.574289161930418,0.29967729129852244,7,18
7.927333184396722,0.031362747931658566,7,19
11.032071959143629,0.01795188026516935,7,20
7.927333184396772,0.03136274793165842,7,21
4.857977413792085,0.2180597577799201,7,22
4.8579774137920575,0.2180597577799201,7,23
7.927333184396721,0.03136274793165842,7,24
10.103725960256513,0.12833427487294116,7,25
6.574289161930459,0.29967729129852233,7,26
4.857977413792086,0.21805975777991995,7,27
6.574289161930418,0.2996772912985225,7,28
10.103725960256526,0.12833427487294122,7,29
10.103725960256513,0.12833427487294122,7,30
7.9273331843967725,0.031362747931658504,7,31
7.927333184396756,0.031362747931658504,7,32
6.981307568608211,0.059736637372322696,7,33
5.396046880424969,0.0244259061011115,7,34
6.981307568608172,0.05973663737232274,7,35
10.37316999102933,0.016792921703121286,7,36
6.981307568608229,0.059736637372322786,7,37
3.0815561821882014,0.8296582171650062,7,38
3.0815561821881574,0.8296582171650062,7,39
6.981307568608171,0.059736637372322786,7,40
9.37983593838558,0.0069779435346577125,7,41
5.396046880425018,0.02442590610111139,7,42
3.081556182188202,0.8296582171650061,7,43
5.396046880424969,0.02442590610111139,7,44
9.379835938385593,0.006977943534657752,7,45
9.37983593838558,0.006977943534657752,7,46
6.98130756860823,0.059736637372322904,7,47
6.981307568608211,0.059736637372322904,7,48
9.44937316562411,0.019248025963597537,7,49
7.07446014616613,0.11656482316962409,7,50
7.07446014616612,0.11656482316962409,7,51
9.449373165624088,0.019248025963597537,7,52
9.449373165624086,0.01924802596359755,7,53
5.516035979571838,0.03417495339290625,7,54
3.287144580965208,0.15533148789184717,7,55
5.516035979571814,0.03417495339290625,7,56
7.07446014616612,0.1165648231696239,7,57
7.074460146166149,0.1165648231696239,7,58
3.287144580965229,0.15533148789184714,7,59
3.287144580965208,0.15533148789184711,7,60
7.07446014616613,0.11656482316962406,7,61
10.436090582923221,0.03526103144545496,7,62
7.074460146166149,0.11656482316962406,7,63
5.5160359795718374,0.03417495339290637,7,64
9.647821897259965,0.008045067189874246,7,65
7.337424650224688,0.046686235128299704,7,66
7.337424650224688,0.046686235128299704,7,67
9.647821897259963,0.008045067189874246,7,68
10.616110436172507,0.020964590792195783,7,69
7.337424650224688,0.04668623512829958,7,70
5.849484341885438,0.022523708854067678,7,71
7.337424650224688,0.04668623512829958,7,72
9.647821897259965,0.14384828252428492,7,73
9.647821897259965,0.14384828252428492,7,74
7.337424650224689,0.046686235128299745,7,75
7.337424650224689,0.046686235128299745,7,76
10.616110436172507,0.020964590792195793,7,77
9.647821897259965,0.1438482825242848,7,78
10.616110436172507,0.020964590792195793,7,79
9.647821897259963,0.008045067189873996,7,80
7.672287813637203,0.03409733288189999,8,1
7.672287813637204,0.03409733288189999,8,2
4.429597434503725,0.393271712582977,8,3
4.429597434503724,0.393271712582977,8,4
4.429597434503725,0.393271712582977,8,5
8.85919486900745,0.0689860062667635,8,6
4.429597434503725,0.393271712582977,8,7
0.0,2.4083955725465436,8,8
4.429597434503726,0.3932717125829769,8,9
7.672287813637206,0.034097371609212786,8,10
7.672287813637204,0.034097371609212786,8,11
4.429597434503725,0.3932717125829768,8,12
7.672287813637203,0.03409733288190012,8,13
8.85919486900745,0.06898600626676371,8,14
7.672287813637205,0.03409737160921305,8,15
8.859194869007448,0.06898600626676371,8,16
11.032071959143627,0.01795188026516935,8,17
7.927333184396756,0.031362747931658566,8,18
6.574289161930418,0.29967729129852244,8,19
7.927333184396722,0.031362747931658566,8,20
7.927333184396718,0.03136274793165842,8,21
7.927333184396772,0.03136274793165842,8,22
4.857977413792086,0.2180597577799201,8,23
4.8579774137920575,0.2180597577799201,8,24
6.574289161930416,0.2996772912985225,8,25
10.103725960256513,0.12833427487294116,8,26
6.574289161930459,0.29967729129852233,8,27
4.857977413792086,0.21805975777991995,8,28
7.927333184396756,0.031362747931658504,8,29
10.103725960256527,0.12833427487294122,8,30
10.103725960256513,0.12833427487294122,8,31
7.927333184396773,0.031362747931658504,8,32
10.373169991029329,0.016792921703121286,8,33
6.981307568608211,0.059736637372322696,8,34
5.396046880424969,0.0244259061011115,8,35
6.981307568608172,0.05973663737232274,8,36
6.98130756860817,0.059736637372322786,8,37
6.981307568608229,0.059736637372322786,8,38
3.081556182188202,0.8296582171650062,8,39
3.0815561821881574,0.8296582171650062,8,40
5.396046880424968,0.02442590610111139,8,41
9.37983593838558,0.0069779435346577125,8,42
5.396046880425018,0.02442590610111139,8,43
3.081556182188202,0.8296582171650061,8,44
6.9813075686082104,0.059736637372322904,8,45
9.379835938385595,0.006977943534657752,8,46
9.37983593838558,0.006977943534657752,8,47
6.981307568608231,0.059736637372322904,8,48
9.449373165624088,0.019248025963597537,8,49
9.44937316562411,0.019248025963597537,8,50
7.07446014616613,0.11656482316962409,8,51
7.07446014616612,0.11656482316962409,8,52
5.5160359795718135,0.03417495339290625,8,53
9.449373165624088,0.01924802596359755,8,54
5.516035979571838,0.03417495339290625,8,55
3.287144580965208,0.15533148789184717,8,56
3.287144580965208,0.15533148789184711,8,57
7.07446014616612,0.1165648231696239,8,58
7.074460146166149,0.1165648231696239,8,59
3.287144580965229,0.15533148789184714,8,60
5.5160359795718374,0.03417495339290637,8,61
7.074460146166131,0.11656482316962406,8,62
10.436090582923221,0.03526103144545496,8,63
7.074460146166149,0.11656482316962406,8,64
9.647821897259963,0.008045067189874246,8,65
9.647821897259965,0.008045067189874246,8,66
7.337424650224689,0.046686235128299704,8,67
7.337424650224688,0.046686235128299704,8,68
7.337424650224688,0.04668623512829958,8,69
10.616110436172507,0.020964590792195783,8,70
7.337424650224688,0.04668623512829958,8,71
5.849484341885438,0.022523708854067678,8,72
7.337424650224689,0.046686235128299745,8,73
9.647821897259966,0.14384828252428492,8,74
9.647821897259965,0.14384828252428492,8,75
7.337424650224688,0.046686235128299745,8,76
9.647821897259963,0.008045067189873996,8,77
10.616110436172509,0.020964590792195793,8,78
9.647821897259965,0.1438482825242848,8,79
10.616110436172507,0.020964590792195793,8,80
8.85919486900745,0.06898600626676371,9,1
7.672287813637205,0.03409733288190012,9,2
8.85919486900745,0.06898600626676371,9,3
7.672287813637205,0.03409737160921305,9,4
4.429597434503725,0.393271712582977,9,5
7.672287813637204,0.03409733288189999,9,6
7.672287813637204,0.03409733288189999,9,7
4.429597434503725,0.393271712582977,9,8
0.0,2.4083955725465436,9,9
4.429597434503725,0.393271712582977,9,10
8.85919486900745,0.0689860062667635,9,11
4.429597434503724,0.393271712582977,9,12
4.429597434503724,0.3932717125829768,9,13
4.429597434503724,0.3932717125829769,9,14
7.672287813637203,0.034097371609212786,9,15
7.672287813637203,0.034097371609212786,9,16
7.927333184396771,0.031362747931658504,9,17
7.927333184396755,0.031362747931658504,9,18
10.103725960256527,0.12833427487294122,9,19
10.103725960256513,0.12833427487294122,9,20
7.927333184396722,0.031362747931658566,9,21
11.032071959143629,0.01795188026516935,9,22
7.927333184396756,0.031362747931658566,9,23
6.574289161930418,0.29967729129852244,9,24
4.857977413792058,0.2180597577799201,9,25
7.927333184396722,0.03136274793165842,9,26
