quantity,Ef,T,N,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,S,S,S,S,S,S,S,S,S,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau
unit,Ry,K,e/uc,S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),V/K,V/K,V/K,V/K,V/K,V/K,V/K,V/K,V/K,W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s)
direction,-,-,-,xx,xy,xz,yx,yy,yz,zx,zy,zz,xx,xy,xz,yx,yy,yz,zx,zy,zz,xx,xy,xz,yx,yy,yz,zx,zy,zz
820,-0.362716,200.0,15.7251,2.650467728873559e+20,-345460651739.79565,17.417146700729035,-345460651739.79565,2.650467728873559e+20,105.90885903796926,17.417146700729035,105.90885903796926,5.114061929316933e+17,7.79533e-06,1.3183e-21,1.9281e-20,6.66564e-22,7.79533e-06,-3.2631099999999997e-21,3.86395e-23,-1.32094e-21,-1.40741e-05,1149653338686072.5,-1498447.9928078323,2.5807077714125996e-05,-1498447.9928078323,1149653338686072.5,0.0001877674722559268,2.5807077714125996e-05,-0.0002526981311164982,2665764614321.2163
821,-0.362716,300.0,15.7218,2.5550418562319673e+20,-333022949243.26117,12.119445148294677,-333022949243.26117,2.5550418562319673e+20,83.11906631247841,12.119445148294677,83.11906631247841,5.2933640127688314e+17,-1.60371e-06,1.0740799999999999e-21,1.3738199999999998e-20,1.1164e-21,-1.60371e-06,2.84073e-21,2.85078e-23,-1.95053e-22,-2.57158e-06,1765796998286891.0,-2301526.7790352697,-5.3377660460313265e-05,-2301526.7790352697,1765796998286891.0,0.00018968163621009839,-5.3377660460313265e-05,0.00012527225208684565,5064090392460.241
822,-0.362716,400.0,15.7138,2.5177107826017373e+20,-328156691725.01324,7.257396840136375,-328156691725.01324,2.5177107826017373e+20,68.69713191332919,7.257396840136375,68.69713191332919,5.668959015522208e+17,-4.39005e-06,1.1627199999999999e-21,1.20729e-20,1.31365e-21,-4.39005e-06,3.03498e-21,2.70463e-23,2.69842e-23,3.81803e-07,2352997205338510.0,-3066871.536764141,-0.0002226582306707823,-3066871.536764141,2352997205338510.0,0.0003500907828383818,-0.0002226582306707823,0.00035875046262032716,7765402299306.634
823,-0.362716,500.0,15.7024,2.496754562856751e+20,-325425838349.79395,1.715607301151164,-325425838349.79395,2.496754562856751e+20,61.50836573038583,1.715607301151164,61.50836573038583,6.085747812140499e+17,-5.84304e-06,4.96948e-22,1.1687399999999999e-20,6.13124e-22,-5.84304e-06,2.3674699999999998e-21,2.844e-23,2.13922e-23,1.1041e-06,2914082343693835.5,-3798196.123921084,-0.0003655211310449781,-3798196.123921084,2914082343693835.5,0.0005345799477482864,-0.0003655211310449781,0.0005448334808629491,10219294783811.729
824,-0.362716,600.0,15.6886,2.4803309437326642e+20,-323285301023.7292,-3.426579338020706,-323285301023.7292,2.4803309437326642e+20,58.068106459573855,-3.426579338020706,58.068106459573855,6.447739879848141e+17,-7.23302e-06,1.2908299999999998e-21,1.1608099999999999e-20,1.2907499999999999e-21,-7.23302e-06,2.05888e-21,3.02966e-23,-5.11899e-23,1.51767e-06,3462152296461062.5,-4512529.875228449,-0.00044476977734821707,-4512529.875228449,3462152296461062.5,0.0006909033373389649,-0.00044476977734821707,0.0006445532611142606,12397432675616.107
825,-0.362716,700.0,15.6736,2.4658476677962334e+20,-321396289666.43463,-7.5533505080842485,-321396289666.43463,2.4658476677962334e+20,56.284068695368084,-7.5533505080842485,56.284068695368084,6.733042192996051e+17,-8.77762e-06,3.2061999999999997e-22,1.1459599999999999e-20,7.27426e-22,-8.77762e-06,2.13658e-21,3.16111e-23,-1.44665e-22,1.68597e-06,4002727801995544.5,-5217110.578767172,-0.00047153932688161676,-5217110.578767172,4002727801995544.5,0.0008147105789873,-0.00047153932688161676,0.000633411687334348,14432226431136.652
826,-0.362399,100.0,15.7103,2.6246478182018426e+20,-342093283668.0967,1.4530218895296307,-342093283668.0967,2.6246478182018426e+20,121.23423365147674,1.4530218895296307,121.23423365147674,5.200581729390845e+17,2.94459e-05,2.3059099999999997e-21,3.5936899999999995e-20,2.69501e-21,2.94459e-05,-2.1313899999999998e-20,7.163340000000001e-23,-4.04431e-22,-4.76148e-05,634943942470631.8,-827579.4688588692,3.727691854919887e-05,-827579.4688588692,634943942470631.8,0.00028425514380854127,3.727691854919887e-05,9.455913468594175e-05,1226948808844.0654
827,-0.362399,200.0,15.7129,2.6082472984014186e+20,-339957879525.06805,4.859481716640238,-339957879525.06805,2.6082472984014186e+20,107.9066938756297,4.859481716640238,107.9066938756297,5.226273310486658e+17,9.73349e-06,-5.16925e-22,1.9187599999999997e-20,2.3393800000000002e-23,9.73349e-06,-1.4475999999999998e-21,3.8885600000000004e-23,-3.8992e-22,-1.37985e-05,1187223105327482.2,-1547418.558972479,6.533797693448802e-05,-1547418.558972479,1187223105327482.2,0.00015193580139054937,6.533797693448802e-05,6.780395806504318e-05,2586123279515.7134
828,-0.362399,300.0,15.7095,2.5516770547517866e+20,-332584062093.6723,6.472199497015284,-332584062093.6723,2.5516770547517866e+20,82.19612000258286,6.472199497015284,82.19612000258286,5.3182342845788646e+17,-7.93918e-07,1.07512e-21,1.38667e-20,1.1032499999999999e-21,-7.93918e-07,4.2896299999999995e-21,2.90033e-23,-1.94012e-22,-4.82234e-06,1782415678366350.5,-2323186.2448562053,-3.522595526711452e-05,-2323186.2448562053,1782415678366350.5,0.0001855158015171299,-3.522595526711452e-05,9.770346595472104e-05,5029621068372.652
829,-0.362399,400.0,15.7012,2.5214785389502543e+20,-328646910704.9633,3.604726455289476,-328646910704.9633,2.5214785389502543e+20,67.69487792552549,3.604726455289476,67.69487792552549,5.675067503335199e+17,-3.96554e-06,7.3698399999999995e-22,1.2393399999999998e-20,7.17207e-22,-3.96554e-06,3.73374e-21,2.78766e-23,-6.93466e-23,-2.78103e-06,2361097368169518.0,-3077445.893818562,-0.00021630719995933474,-3077445.893818562,2361097368169518.0,0.0003612888216316917,-0.00021630719995933474,0.00030859926435737123,7752826000868.124
830,-0.362399,500.0,15.6892,2.5016079874174085e+20,-326057219863.2375,-1.178317032759803,-326057219863.2375,2.5016079874174085e+20,60.85260159752067,-1.178317032759803,60.85260159752067,6.087826751270131e+17,-5.52639e-06,7.30412e-22,1.2027799999999999e-20,7.83133e-22,-5.52639e-06,2.6607e-21,2.92886e-23,2.38103e-23,-1.70276e-06,2921705120502483.5,-3808128.8330959887,-0.0003645740587748127,-3808128.8330959887,2921705120502483.5,0.0005449438442982258,-0.0003645740587748127,0.0005614598607169628,10208669094926.945
831,-0.362399,600.0,15.6751,2.4853717294741406e+20,-323942348452.35333,-5.938913111392101,-323942348452.35333,2.4853717294741406e+20,57.66155836311263,-5.938913111392101,57.66155836311263,6.448330195897295e+17,-6.95423e-06,1.33097e-22,1.1884299999999999e-20,4.87167e-22,-6.95423e-06,2.18232e-21,3.09848e-23,4.38267e-23,-6.40579e-07,3471879678314522.5,-4525234.5032428615,-0.00044424105949549605,-4525234.5032428615,3471879678314522.5,0.0006953178747500337,-0.00044424105949549605,0.0007401998606264057,12387037979967.951
832,-0.362399,700.0,15.6598,2.4710090833390584e+20,-322068736644.1672,-9.809281788801123,-322068736644.1672,2.4710090833390584e+20,55.99943369601487,-9.809281788801123,55.99943369601487,6.732503208777258e+17,-8.5208e-06,1.38069e-21,1.1655699999999999e-20,1.45164e-21,-8.5208e-06,2.19549e-21,3.20992e-23,-6.848720000000001e-24,9.59619e-08,4015304100434054.5,-5233511.098567597,-0.0004679820310375812,-5233511.098567597,4015304100434054.5,0.0008132142561322692,-0.0004679820310375812,0.0007973629869167105,14428530539350.643
833,-0.362082,100.0,15.6987,2.475172094781357e+20,-322612854045.9966,-41.76075393125537,-322612854045.9966,2.475172094781357e+20,143.79867964168162,-41.76075393125537,143.79867964168162,5.836454777991016e+17,2.80926e-05,5.1560899999999995e-22,3.26023e-20,7.703010000000001e-23,2.80926e-05,-2.03641e-20,6.49953e-23,1.52607e-20,-4.23264e-05,640071992323722.1,-834265.439763424,8.905225592478524e-05,-834265.439763424,640071992323722.1,0.00021707230089086941,8.905225592478524e-05,0.005596067816409212,1105954551499.5276
834,-0.362082,200.0,15.7007,2.562864827179024e+20,-334041886075.93225,-7.403487229344535,-334041886075.93225,2.562864827179024e+20,108.6702548522535,-7.403487229344535,108.6702548522535,5.3320682128612256e+17,1.04774e-05,5.13561e-22,1.8161099999999997e-20,-7.786040000000001e-24,1.04774e-05,1.05685e-21,3.71307e-23,5.95786e-22,-1.21496e-05,1226302027781513.5,-1598352.5676484443,0.00010200789658966491,-1598352.5676484443,1226302027781513.5,0.00011576585376309119,0.00010200789658966491,0.00016582260145818237,2520739360593.0522
835,-0.362082,300.0,15.6971,2.546628569235756e+20,-331924448073.5301,0.8654931587636995,-331924448073.5301,2.546628569235756e+20,80.48625673324914,0.8654931587636995,80.48625673324914,5.346030470719489e+17,-2.57152e-07,1.04098e-21,1.37394e-20,1.07809e-21,-2.57152e-07,5.81001e-21,2.88647e-23,-2.4796200000000002e-23,-6.78344e-06,1800438284006190.8,-2346678.2570210383,-1.982720180210561e-05,-2346678.2570210383,1800438284006190.8,0.0001889563174470937,-1.982720180210561e-05,0.0001679485092125942,5009473324955.855
836,-0.362082,400.0,15.6883,2.524548182405858e+20,-329047298981.7812,-0.10445668155704907,-329047298981.7812,2.524548182405858e+20,66.33920428568449,-0.10445668155704907,66.33920428568449,5.6890297611934624e+17,-3.59028e-06,6.45948e-22,1.2616599999999999e-20,8.42037e-22,-3.59028e-06,4.3953699999999995e-21,2.8430300000000004e-23,1.5252900000000002e-23,-5.87639e-06,2369813512964860.5,-3088790.228328401,-0.0002111432178249915,-3088790.228328401,2369813512964860.5,0.00037884174102372636,-0.0002111432178249915,0.0003833820414191802,7739120402161.666
837,-0.362082,500.0,15.6759,2.506089256207947e+20,-326642402729.3559,-4.156055979284643,-326642402729.3559,2.506089256207947e+20,60.04977177067049,-4.156055979284643,60.04977177067049,6.097631130869133e+17,-5.21949e-06,1.19002e-21,1.2319199999999999e-20,1.54569e-21,-5.21949e-06,2.92316e-21,2.99863e-23,1.76193e-22,-4.48316e-06,2929610222378118.5,-3818446.5309986034,-0.0003631573002568418,-3818446.5309986034,2929610222378118.5,0.0005588650366922009,-0.0003631573002568418,0.0007646440782444402,10187828371800.273
838,-0.362082,600.0,15.6613,2.4901558560638104e+20,-324566030191.24274,-8.528347293966116,-324566030191.24274,2.4901558560638104e+20,57.19315541106609,-8.528347293966116,57.19315541106609,6.454926336098717e+17,-6.67991e-06,4.8879e-22,1.2130099999999998e-20,9.059099999999999e-22,-6.67991e-06,2.29002e-21,3.15769e-23,2.51217e-22,-2.78138e-06,3481786721574246.5,-4538144.45857872,-0.0004423931136024905,-4538144.45857872,3481786721574246.5,0.0007014340623375784,-0.0004423931136024905,0.0010494305064972205,12364297979117.91
839,-0.362082,700.0,15.6457,2.475972871334993e+20,-322715517706.7191,-12.124526999500441,-322715517706.7191,2.475972871334993e+20,55.68682284911477,-12.124526999500441,55.68682284911477,6.736301764223992e+17,-8.26851e-06,1.46324e-21,1.1830000000000001e-20,1.73494e-21,-8.26851e-06,2.24782e-21,3.2517800000000004e-23,2.11262e-22,-1.48232e-06,4028060060278829.0,-5250142.611604647,-0.0004629078796063701,-5250142.611604647,4028060060278829.0,0.0008124596782259585,-0.0004629078796063701,0.0011617368515531143,14413695640376.236
840,-0.361766,100.0,15.6873,2.3502766183293633e+20,-306332964046.9214,-79.4986323170984,-306332964046.9214,2.3502766183293633e+20,164.74642963465848,-79.4986323170984,164.74642963465848,6.416119472345601e+17,2.49236e-05,7.84252e-22,2.5026799999999997e-20,1.97505e-21,2.49236e-05,-1.46822e-20,4.9722500000000004e-23,2.9149899999999995e-20,-3.00632e-05,640585310627334.9,-834932.7535581203,0.00011933033606337741,-834932.7535581203,640585310627334.9,0.0001529393386741121,0.00011933033606337741,0.0036742810854289904,1017702302150.9226
841,-0.361766,200.0,15.6887,2.5190993086130097e+20,-328336353131.27765,-18.496090443092463,-328336353131.27765,2.5190993086130097e+20,107.70444646400631,-18.496090443092463,107.70444646400631,5.4179976968859834e+17,1.00141e-05,5.14578e-23,1.6284199999999998e-20,-2.04904e-22,1.00141e-05,4.22231e-21,3.36018e-23,1.23819e-21,-9.34995e-06,1263784530311309.2,-1647205.0706032603,0.0001301069405294214,-1647205.0706032603,1263784530311309.2,8.329513449061754e-05,0.0001301069405294214,4.2441927320149355e-05,2479676462895.558
842,-0.361766,300.0,15.6846,2.5409333026571737e+20,-331182703124.8098,-4.532549289069342,-331182703124.8098,2.5409333026571737e+20,77.93609140090149,-4.532549289069342,77.93609140090149,5.374955957128063e+17,-5.56348e-09,1.11702e-21,1.3378599999999999e-20,1.1171399999999999e-21,-5.56348e-09,7.35114e-21,2.8148e-23,2.80334e-22,-8.54377e-06,1818389025083525.0,-2370075.305299703,-9.273018157016988e-06,-2370075.305299703,1818389025083525.0,0.00020136553077777772,-9.273018157016988e-06,0.00037221736831560506,5006624408370.805
843,-0.361766,400.0,15.6753,2.5270968077832946e+20,-329380955879.1294,-3.826787953432309,-329380955879.1294,2.5270968077832946e+20,64.64037735987843,-3.826787953432309,64.64037735987843,5.7105891299451936e+17,-3.27e-06,1.0498499999999999e-21,1.2748499999999998e-20,1.1262999999999998e-21,-3.27e-06,4.99523e-21,2.87231e-23,2.77533e-22,-8.90674e-06,2378760650996829.0,-3100468.219735589,-0.0002080114628546507,-3100468.219735589,2378760650996829.0,0.0004026725432689436,-0.0002080114628546507,0.0007286116999223502,7725029814727.498
844,-0.361766,500.0,15.6623,2.5102214685520288e+20,-327181386948.1492,-7.202625777140904,-327181386948.1492,2.5102214685520288e+20,59.11168257081837,-7.202625777140904,59.11168257081837,6.115058287276782e+17,-4.92474e-06,6.38413e-22,1.2561599999999999e-20,1.0289199999999999e-21,-4.92474e-06,3.14552e-21,3.05352e-23,4.80808e-22,-7.21759e-06,2937720651575198.5,-3828995.2221378433,-0.0003616994762745819,-3828995.2221378433,2937720651575198.5,0.0005760073014413453,-0.0003616994762745819,0.0012962570461978456,10156952275837.973
845,-0.361766,600.0,15.6473,2.49468845668471e+20,-325156346240.3973,-11.188106084135065,-325156346240.3973,2.49468845668471e+20,56.6703407188366,-11.188106084135065,56.6703407188366,6.467502634537228e+17,-6.41122e-06,1.17025e-21,1.23442e-20,1.31739e-21,-6.41122e-06,2.3786699999999997e-21,3.20709e-23,5.72339e-22,-4.8867e-06,3491873426240235.0,-4551259.741236023,-0.00043946976586341647,-4551259.741236023,3491873426240235.0,0.0007089952409497928,-0.00043946976586341647,0.0016670268568972626,12329392334472.25
846,-0.361766,700.0,15.6314,2.4807415983755543e+20,-323336632854.09045,-14.495159255159566,-323336632854.09045,2.4807415983755543e+20,55.34982938279306,-14.495159255159566,55.34982938279306,6.74433519567553e+17,-8.02145e-06,9.153710000000001e-24,1.1981099999999999e-20,7.299310000000001e-23,-8.02145e-06,2.2923899999999998e-21,3.28641e-23,5.09507e-22,-3.03624e-06,4040944349699506.5,-5266928.12013278,-0.0004564631683045133,-5266928.12013278,4040944349699506.5,0.0008122954163688026,-0.0004564631683045133,0.001780814125259079,14387927061534.88
847,-0.361449,100.0,15.676,2.252728174502333e+20,-293618069666.43604,-104.16255016907903,-293618069666.43604,2.252728174502333e+20,175.02331873213552,-104.16255016907903,175.02331873213552,6.799978899787141e+17,2.07756e-05,-2.87662e-21,1.5483e-20,-2.08276e-21,2.07756e-05,-6.35587e-21,3.05898e-23,2.2937199999999997e-20,-1.41445e-05,637169177316792.6,-830479.7172742806,0.00011862529337336545,-830479.7172742806,637169177316792.6,0.00011418945325269671,0.00011862529337336545,-0.0033110057219623173,968682970747.4326
848,-0.361449,200.0,15.6767,2.4811060543711193e+20,-323385398092.93365,-27.68222947722301,-323385398092.93365,2.4811060543711193e+20,104.53983912223433,-27.68222947722301,104.53983912223433,5.47225544157784e+17,8.42161e-06,1.58514e-21,1.3735e-20,1.27992e-21,8.42161e-06,7.936219999999999e-21,2.8708e-23,1.23166e-21,-5.78995e-06,1296649734700109.0,-1690041.483039736,0.0001450234571141014,-1690041.483039736,1296649734700109.0,5.8940747575715357e-05,0.0001450234571141014,-9.883173958606165e-05,2471409471615.8765
849,-0.361449,300.0,15.672,2.5355947922996022e+20,-330487156823.4147,-9.576799929094953,-330487156823.4147,2.5355947922996022e+20,74.52047140866291,-9.576799929094953,74.52047140866291,5.4038814435366355e+17,-2.32454e-08,1.15562e-21,1.28235e-20,1.15873e-21,-2.32454e-08,8.846559999999999e-21,2.69446e-23,6.95609e-22,-1.02164e-05,1834833176939756.2,-2391506.344475531,-5.332735526655922e-06,-2391506.344475531,1834833176939756.2,0.0002238491291351636,-5.332735526655922e-06,0.0007486439467208339,5022870932680.1455
850,-0.361449,400.0,15.662,2.5293066430803473e+20,-329668414129.15247,-7.5239373692872435,-329668414129.15247,2.5293066430803473e+20,62.62072649431445,-7.5239373692872435,62.62072649431445,5.739617280014489e+17,-3.0051e-06,9.98068e-22,1.2798899999999999e-20,1.1095499999999999e-21,-3.0051e-06,5.5079299999999995e-21,2.878e-23,7.14272e-22,-1.18782e-05,2387553793537714.0,-3111915.217906151,-0.00020763186396912915,-3111915.217906151,2387553793537714.0,0.0004324398716954412,-0.00020763186396912915,0.0014858434618626236,7710785231802.247
851,-0.361449,500.0,15.6485,2.514040556730907e+20,-327676739111.1354,-10.304402958550707,-327676739111.1354,2.514040556730907e+20,58.055016842831726,-10.304402958550707,58.055016842831726,6.140108220493079e+17,-4.64364e-06,8.59921e-22,1.2756599999999999e-20,6.56764e-22,-4.64364e-06,3.31924e-21,3.0940900000000003e-23,9.38901e-22,-9.88735e-06,2945908078517820.0,-3839672.2428529863,-0.0003605727425981521,-3839672.2428529863,2945908078517820.0,0.0005958881193402633,-0.0003605727425981521,0.0022938424040301886,10116271800276.67
852,-0.361449,600.0,15.6331,2.4989746645198756e+20,-325713296599.817,-13.911619007612703,-325713296599.817,2.4989746645198756e+20,56.10081406097837,-13.911619007612703,56.10081406097837,6.485956427552102e+17,-6.14917e-06,1.3624499999999999e-21,1.2525899999999999e-20,2.13995e-21,-6.14917e-06,2.44544e-21,3.24664e-23,1.00733e-21,-6.93889e-06,3502088460482127.0,-4564580.351214771,-0.00043570200951489966,-4564580.351214771,3502088460482127.0,0.0007176754534638826,-0.00043570200951489966,0.002681651815818028,12282629037013.137
853,-0.361449,700.0,15.617,2.485317831052261e+20,-323934648677.7992,-16.91709767526477,-323934648677.7992,2.485317831052261e+20,54.99153320687143,-16.91709767526477,54.99153320687143,6.756603503131872e+17,-7.78031e-06,1.3448299999999999e-21,1.21079e-20,1.39685e-21,-7.78031e-06,2.32826e-21,3.31363e-23,8.86743e-22,-4.55337e-06,4054008300526448.5,-5283944.621897539,-0.0004488044592146125,-5283944.621897539,4054008300526448.5,0.0008125392425630185,-0.0004488044592146125,0.002703185518654578,14351481461978.383
854,-0.361133,100.0,15.6648,2.1752838420362926e+20,-283523665225.89325,-113.13278752471008,-283523665225.89325,2.1752838420362926e+20,171.4344538124277,-113.13278752471008,171.4344538124277,6.904978158791109e+17,1.64038e-05,2.45313e-21,5.9623899999999996e-21,6.32581e-22,1.64038e-05,2.12974e-21,1.2060800000000001e-23,-6.44231e-21,3.20306e-06,636055276597953.1,-829027.0264750569,9.478935794511202e-05,-829027.0264750569,636055276597953.1,9.813952985363998e-05,9.478935794511202e-05,0.002853125795139833,950324141618.7262
855,-0.361133,200.0,15.6647,2.4523088975384497e+20,-319633041293.52515,-34.47805049875089,-319633041293.52515,2.4523088975384497e+20,98.8294296536954,-34.47805049875089,98.8294296536954,5.48724433604333e+17,5.87176e-06,5.09203e-22,1.0761899999999998e-20,5.59907e-22,5.87176e-06,1.2004e-20,2.29769e-23,5.65721e-22,-1.97938e-06,1322069257095007.5,-1723173.6129464146,0.00014383640853699717,-1723173.6129464146,1322069257095007.5,4.7002503788595945e-05,0.00014383640853699717,-5.526538852184878e-05,2501672152205.3604
856,-0.361133,300.0,15.6592,2.531485679279183e+20,-329950739196.1394,-14.158114457007498,-329950739196.1394,2.531485679279183e+20,70.25299969157913,-14.158114457007498,70.25299969157913,5.432370609387137e+17,-2.68214e-07,1.1741199999999999e-21,1.2127199999999999e-20,1.1762599999999999e-21,-2.68214e-07,1.0216599999999999e-20,2.5372e-23,1.2062099999999999e-21,-1.19284e-05,1848518242914069.5,-2409346.722117589,-9.281975561415028e-06,-2409346.722117589,1848518242914069.5,0.000257054406900107,-9.281975561415028e-06,0.0013510204094187611,5058572220696.405
857,-0.361133,400.0,15.6486,2.5313445167456895e+20,-329932773055.513,-11.165058092302857,-329932773055.513,2.5313445167456895e+20,60.315413992790035,-11.165058092302857,60.315413992790035,5.77616554323171e+17,-2.79095e-06,1.08167e-21,1.2780599999999999e-20,1.2025799999999999e-21,-2.79095e-06,5.908599999999999e-21,2.86339e-23,1.323e-21,-1.47977e-05,2395846450732576.0,-3122720.5681971973,-0.00021054622863789,-3122720.5681971973,2395846450732576.0,0.00046749951183218527,-0.00021054622863789,0.0027945561766976297,7696052996488.564
858,-0.361133,500.0,15.6345,2.517577319842798e+20,-328138725584.3868,-13.449606868446137,-328138725584.3868,2.517577319842798e+20,56.90082063715868,-13.449606868446137,56.90082063715868,6.172678266857302e+17,-4.37676e-06,1.13019e-21,1.2906599999999999e-20,1.0684299999999999e-21,-4.37676e-06,3.43696e-21,3.12122e-23,1.5508099999999999e-21,-1.24742e-05,2954121171375622.5,-3850374.92948331,-0.0003600902233927562,-3850374.92948331,2954121171375622.5,0.0006179017747906918,-0.0003600902233927562,0.0038856912287718605,10065889608777.088
859,-0.361133,600.0,15.6187,2.5030273125268976e+20,-326242014452.538,-16.6925722492646,-326242014452.538,2.5030273125268976e+20,55.49484180356364,-16.6925722492646,55.49484180356364,6.5102107173978e+17,-5.89463e-06,9.61201e-22,1.2674899999999998e-20,1.2295099999999999e-21,-5.89463e-06,2.4881e-21,3.27647e-23,1.55504e-21,-8.92081e-06,3512431824299921.5,-4578054.956684603,-0.00043130030506142113,-4578054.956684603,3512431824299921.5,0.0007271076772927651,-0.00043130030506142113,0.004171198869241216,12224341743637.922
860,-0.361133,700.0,15.6023,2.4897092691396674e+20,-324506998586.3273,-19.386107383811257,-324506998586.3273,2.4897092691396674e+20,54.616554186082396,-19.386107383811257,54.616554186082396,6.772952691101935e+17,-7.54574e-06,5.48171e-22,1.22096e-20,1.0161399999999999e-21,-7.54574e-06,2.35475e-21,3.33335e-23,1.3407999999999998e-21,-6.02171e-06,4067200580929293.5,-5301166.450983744,-0.0004400806146447155,-5301166.450983744,4067200580929293.5,0.0008129909626701977,-0.0004400806146447155,0.003969002789448194,14304846494095.174
861,-0.360816,100.0,15.6537,2.1097536273971016e+20,-274984615245.2968,-108.26678666561398,-274984615245.2968,2.1097536273971016e+20,157.0938803644011,-108.26678666561398,157.0938803644011,6.704963681788439e+17,1.11486e-05,3.25328e-21,-2.7341399999999997e-21,1.3571099999999999e-21,1.11486e-05,9.752299999999999e-21,-3.807e-24,-4.11912e-20,2.0663e-05,645182076036186.1,-840925.7447527981,6.149245286297383e-05,-840925.7447527981,645182076036186.1,8.495982574923339e-05,6.149245286297383e-05,0.02774639426517459,960218351920.86
862,-0.360816,200.0,15.6526,2.4353385944210155e+20,-317420639404.95465,-38.71703304998416,-317420639404.95465,2.4353385944210155e+20,90.4223024771274,-38.71703304998416,90.4223024771274,5.4613474276260717e+17,2.63324e-06,1.0704199999999999e-21,7.653779999999999e-21,1.0393e-21,2.63324e-06,1.61571e-20,1.69847e-23,-4.26159e-22,1.50561e-06,1337584302821700.0,-1743395.787517235,0.0001256233618065167,-1743395.787517235,1337584302821700.0,5.125354931996411e-05,0.0001256233618065167,0.00014455171759308137,2572777003621.7847
863,-0.360816,300.0,15.6463,2.5292655776160583e+20,-329663280946.11633,-18.212097091618766,-329663280946.11633,2.5292655776160583e+20,65.19219453626202,-18.212097091618766,65.19219453626202,5.461065102559085e+17,-6.76984e-07,1.2629899999999999e-21,1.13515e-20,1.2694699999999999e-21,-6.76984e-07,1.1373299999999999e-20,2.3564e-23,1.80998e-21,-1.38087e-05,1858507417102371.8,-2422364.4742972055,-2.177935131074452e-05,-2422364.4742972055,1858507417102371.8,0.00030096365459113305,-2.177935131074452e-05,0.0022596887706993205,5112393644830.191
864,-0.360816,400.0,15.6349,2.533354157904333e+20,-330194565390.3554,-14.72833409457561,-330194565390.3554,2.533354157904333e+20,57.77371841245199,-14.72833409457561,57.77371841245199,5.820464912833482e+17,-2.61883e-06,9.32592e-22,1.2708499999999999e-20,1.0891799999999999e-21,-2.61883e-06,6.1744599999999995e-21,2.83232e-23,2.1026499999999997e-21,-1.76702e-05,2403361430697465.5,-3132524.947796199,-0.0002170848771893079,-3132524.947796199,2403361430697465.5,0.0005068864252683839,-0.00021708462053015613,0.004793648644201917,7679909135839.946
865,-0.360816,500.0,15.6203,2.520862556985919e+20,-328567346367.9033,-16.628741118210364,-328567346367.9033,2.520862556985919e+20,55.67373323237265,-16.628741118210364,55.67373323237265,6.21274276045427e+17,-4.12388e-06,9.06299e-22,1.30147e-20,8.18457e-22,-4.12388e-06,3.4929099999999996e-21,3.1360400000000004e-23,2.3160199999999997e-21,-1.49601e-05,2962308598318244.0,-3861051.9501984534,-0.0003604854784865379,-3861051.9501984534,2962308598318244.0,0.0006413193558015009,-0.0003604854784865379,0.006185844881344966,10005882699084.77
866,-0.360816,600.0,15.6041,2.5068515338888118e+20,-326739933207.0423,-19.525165312259926,-326739933207.0423,2.5068515338888118e+20,54.86320363096827,-19.525165312259926,54.86320363096827,6.540162840413599e+17,-5.64827e-06,5.68216e-22,1.2791099999999999e-20,6.7725e-22,-5.64827e-06,2.50518e-21,3.29684e-23,2.21299e-21,-1.08159e-05,3522877851778439.0,-4591709.2235607,-0.00042645971345835383,-4591709.2235607,3522877851778439.0,0.0007368735580189958,-0.00042645971345835383,0.006198138854716489,12155018106735.033
867,-0.360816,700.0,15.5874,2.4939133460462548e+20,-325053682579.67474,-21.897927838879042,-325053682579.67474,2.4939133460462548e+20,54.229512185158455,-21.897927838879042,54.229512185158455,6.793305761840177e+17,-7.31839e-06,1.5830099999999999e-21,1.2285599999999998e-20,1.3523199999999999e-21,-7.31839e-06,2.37149e-21,3.3455500000000004e-23,1.8684299999999997e-21,-7.42973e-06,4080546856823222.5,-5318567.941476213,-0.000430443063494388,-5318567.941476213,4080546856823222.5,0.0008134349830028226,-0.000430443063494388,0.005607258155427967,14248561142104.047
868,-0.3605,100.0,15.6429,2.0608472260204062e+20,-268609201914.4277,-93.21526736708383,-268609201914.4277,2.0608472260204062e+20,137.11989519337743,-93.21526736708383,137.11989519337743,6.23348081992022e+17,3.18922e-06,2.05947e-21,-1.06815e-20,2.01214e-21,3.18922e-06,1.7258699999999997e-20,-1.72076e-23,-5.82074e-20,3.65755e-05,665093693033320.9,-866879.1181834537,2.4694999275264373e-05,-866879.1181834537,665093693033320.9,5.60451190250364e-05,2.469517893667064e-05,0.047780950996024536,1006111574855.349
