quantity,Ef,T,N,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,S,S,S,S,S,S,S,S,S,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau
unit,Ry,K,e/uc,S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),V/K,V/K,V/K,V/K,V/K,V/K,V/K,V/K,V/K,W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s)
direction,-,-,-,xx,xy,xz,yx,yy,yz,zx,zy,zz,xx,xy,xz,yx,yy,yz,zx,zy,zz,xx,xy,xz,yx,yy,yz,zx,zy,zz
43,-0.397854,200.0,16.7993,1.2099887720927034e+20,-157708835692.12903,-54.06807357867227,-157708835692.12903,1.2099887720927034e+20,106.99683718247627,-54.06807357867227,106.99683718247627,9.132214946336037e+17,-1.50207e-05,1.3776299999999999e-21,2.25369e-21,2.11948e-21,-1.50207e-05,-1.4285099999999999e-21,3.6287600000000004e-23,-4.8931800000000004e-23,2.8122e-05,633976337468322.0,-826319.2724235001,-0.00024352230978027026,-826319.2724235001,633976337468322.0,0.00017468812187987646,-0.00024352230978027026,0.00017468812187987646,3138351110542.2026
44,-0.397854,300.0,16.7952,1.2438883128632828e+20,-162127479649.62674,-51.56718680347144,-162127479649.62674,1.2438883128632828e+20,83.53998732144079,-51.56718680347144,83.53998732144079,8.302692567697994e+17,-2.04341e-05,-4.25749e-21,2.68984e-21,1.08621e-21,-2.04341e-05,-3.74202e-21,3.2596999999999997e-23,-4.8699e-23,1.48871e-05,962482085639791.8,-1254490.902424402,-0.0001654214432039091,-1254490.902424402,962482085639791.8,0.00028983234717729273,-0.0001654214432039091,0.00028983234717729273,4385714588320.9434
45,-0.397854,400.0,16.7906,1.266048264030241e+20,-165015921744.0551,-45.04830100674259,-165015921744.0551,1.266048264030241e+20,73.12296232707747,-45.04830100674259,73.12296232707747,7.749309770488376e+17,-2.41535e-05,1.05899e-21,2.3107499999999997e-21,1.2663699999999999e-21,-2.41535e-05,-5.0412799999999995e-21,2.4659999999999999e-23,-4.7927e-23,5.4015e-06,1307031597390675.0,-1703575.1201144836,-2.8658304231542464e-05,-1703575.1201144836,1307031597390675.0,0.0003443441844294382,-2.8658304231542464e-05,0.0003443441844294382,5611364701856.868
46,-0.397854,500.0,16.7862,1.284958910335331e+20,-167480619578.85126,-37.82642579321621,-167480619578.85126,1.284958910335331e+20,66.58020722923062,-37.82642579321621,66.58020722923062,7.360214496349988e+17,-2.72428e-05,-2.25585e-21,1.36231e-21,3.05844e-22,-2.72428e-05,-5.57466e-21,1.46877e-23,-4.4049100000000004e-23,-3.85636e-06,1655618357599471.8,-2157920.8504165947,0.00011362711305108907,-2157920.8504165947,1655618357599471.8,0.0003842521159438036,0.00011362711305108907,0.0003842521159438036,6768409824114.963
47,-0.397854,600.0,16.7824,1.3016545881603324e+20,-169656832527.0171,-31.06807700785205,-169656832527.0171,1.3016545881603324e+20,61.98344182037934,-31.06807700785205,61.98344182037934,7.069214350031977e+17,-3.01264e-05,-1.49418e-21,2.47338e-22,-1.70234e-21,-3.01264e-05,-5.6419099999999995e-21,5.446160000000001e-24,-3.88265e-23,-1.29366e-05,2001063609790159.0,-2608170.3006558768,0.0002348608333842622,-2608170.3006558768,2001063609790159.0,0.0004116658799482373,0.0002348608333842622,0.0004116658799482373,7797972345670.856
48,-0.397854,700.0,16.7792,1.3162687602641846e+20,-171561500092.57184,-25.090921682840808,-171561500092.57184,1.3162687602641846e+20,58.55909541697935,-25.090921682840808,58.55909541697935,6.839042422692064e+17,-3.3032e-05,-6.06087e-21,-7.6985599999999995e-22,1.36154e-21,-3.3032e-05,-5.4628e-21,-1.7832e-24,-3.35572e-23,-2.14027e-05,2338588360556103.0,-3048084.086851918,0.00032138345670884426,-3048084.086851918,2338588360556103.0,0.0004247169978175889,0.00032138345670884426,0.0004247169978175889,8672102084892.839
49,-0.397538,100.0,16.7935,1.1308325230841147e+20,-147391651107.8184,-61.13723659687389,-147391651107.8184,1.1308325230841147e+20,180.94829525158457,-61.13723659687389,180.94829525158457,9.091919459502445e+17,-5.737e-06,6.66215e-22,1.32957e-21,8.9629e-22,-5.737e-06,8.81759e-21,4.50462e-23,-3.07911e-23,5.78107e-05,320628878802533.7,-417907.8305201671,-0.00011670342964463967,-417907.8305201671,320628878802533.7,4.837280700008992e-05,-0.00011670342964463967,4.837280700008992e-05,1894544928607.4978
50,-0.397538,200.0,16.7911,1.2268050797190539e+20,-159900961507.70685,-56.810476615722855,-159900961507.70685,1.2268050797190539e+20,107.83482931312392,-56.810476615722855,107.83482931312392,8.768888251039004e+17,-1.65543e-05,-1.4251599999999998e-21,2.23018e-21,-4.70198e-22,-1.65543e-05,5.74266e-22,3.89981e-23,-3.96617e-23,3.32374e-05,640341484433118.9,-834617.0628013986,-0.00025005839174017014,-834617.0628013986,640341484433118.9,0.00019947318285150968,-0.00025005839174017014,0.00019947318285150968,3260341205395.749
51,-0.397538,300.0,16.787,1.2600501396525272e+20,-164233881308.50125,-53.75469275431675,-164233881308.50125,1.2600501396525272e+20,86.07757635534993,-53.75469275431675,86.07757635534993,8.17105208873653e+17,-2.10087e-05,-5.11637e-22,2.34723e-21,-1.18843e-21,-2.10087e-05,-2.9501999999999998e-21,3.20077e-23,-4.60116e-23,1.83403e-05,968593140044300.4,-1262455.0359049523,-0.00016533725900211662,-1262455.0359049523,968593140044300.4,0.0003118870680920103,-0.00016533725900211662,0.0003118870680920103,4487223282860.345
52,-0.397538,400.0,16.7823,1.2806650027256111e+20,-166921102627.91345,-46.66012048008631,-166921102627.91345,1.2806650027256111e+20,75.7455055402345,-46.66012048008631,75.7455055402345,7.696129994234107e+17,-2.45328e-05,-2.4991300000000002e-23,1.83478e-21,-2.88678e-22,-2.45328e-05,-4.50603e-21,2.28264e-23,-4.6235e-23,7.85533e-06,1313715001703711.8,-1712286.1317267902,-1.969912888535425e-05,-1712286.1317267902,1313715001703711.8,0.00035899942199757933,-1.969912888535425e-05,0.00035899942199757933,5734509762893.543
53,-0.397538,500.0,16.7779,1.2983539514681031e+20,-169226415129.43787,-38.90721748147264,-169226415129.43787,1.2983539514681031e+20,68.93351499214282,-38.90721748147264,68.93351499214282,7.345584924697028e+17,-2.75336e-05,-2.69337e-22,8.79824e-22,-5.79074e-22,-2.75336e-05,-5.14494e-21,1.26289e-23,-4.2664e-23,-2.0012e-06,1663148737113469.2,-2167735.4963816684,0.0001280498174276937,-2167735.4963816684,1663148737113469.2,0.0003928091320650265,0.0001280498174276937,0.0003928091320650265,6920403373814.669
54,-0.397538,600.0,16.7739,1.3140871574738308e+20,-171277121752.37042,-31.714088092948575,-171277121752.37042,1.3140871574738308e+20,64.01489900692641,-31.714088092948575,64.01489900692641,7.077940761193391e+17,-3.03402e-05,-6.55801e-21,-1.90517e-22,-4.30228e-21,-3.03402e-05,-5.28112e-21,3.5404400000000004e-24,-3.76628e-23,-1.14183e-05,2010128811031958.2,-2619976.6216389677,0.00024995649805690303,-2619976.6216389677,2010128811031958.2,0.000416362742426293,0.00024995649805690303,0.000416362742426293,7969625986398.927
55,-0.397538,700.0,16.7707,1.327972417586553e+20,-173086825431.7568,-25.41354223666136,-173086825431.7568,1.327972417586553e+20,60.2935979648865,-25.41354223666136,60.2935979648865,6.862834726064511e+17,-3.31726e-05,-1.3333799999999999e-21,-1.14534e-21,1.98649e-21,-3.31726e-05,-5.15051e-21,-3.4099500000000004e-24,-3.25702e-23,-2.00615e-05,2349781266166377.0,-3062687.992589698,0.0003337775271495717,-3062687.992589698,2349781266166377.0,0.0004277455758089035,0.0003337775271495717,0.0004277455758089035,8853098118746.658
56,-0.397221,100.0,16.7854,1.146832654607721e+20,-149477263375.39658,-61.881034818808615,-149477263375.39658,1.146832654607721e+20,155.18895613969454,-61.881034818808615,155.18895613969454,7.996061879034979e+17,-1.16053e-05,1.9974399999999997e-21,-2.90901e-22,2.7378499999999997e-21,-1.16053e-05,1.62992e-20,3.81111e-23,1.2978900000000001e-23,6.27845e-05,326216348537357.4,-425186.68406539445,-0.00012548579250114852,-425186.68406539445,326216348537357.4,9.49959685623161e-05,-0.00012548579250114852,9.49959685623161e-05,1928837157880.341
57,-0.397221,200.0,16.7828,1.2468809585733445e+20,-162517344901.22055,-59.645276947423724,-162517344901.22055,1.2468809585733445e+20,106.30257417684015,-59.645276947423724,106.30257417684015,8.382949884467832e+17,-1.8008e-05,-2.43279e-21,2.178e-21,2.42645e-22,-1.8008e-05,2.4072099999999997e-21,4.0856800000000004e-23,-3.05354e-23,3.67917e-05,644545561339706.4,-840094.1691009456,-0.0002533028200781539,-840094.1691009456,644545561339706.4,0.0002397584033190305,-0.0002533028200781539,0.0002397584033190305,3392007350272.394
58,-0.397221,300.0,16.7787,1.2771000071070214e+20,-166456036244.8404,-55.83953504443953,-166456036244.8404,1.2771000071070214e+20,88.04307213988277,-55.83953504443953,88.04307213988277,8.020957816760192e+17,-2.14822e-05,-2.47083e-21,1.96981e-21,7.733630000000001e-23,-2.14822e-05,-2.20631e-21,3.10703e-23,-4.3339500000000004e-23,2.12833e-05,974283273439846.6,-1269872.4853921551,-0.0001624090347391583,-1269872.4853921551,974283273439846.6,0.00033775831059408784,-0.0001624090347391583,0.00033775831059408784,4597586718137.064
59,-0.397221,400.0,16.774,1.2957437278942328e+20,-168886341753.2945,-48.11178464270289,-168886341753.2945,1.2957437278942328e+20,78.13192233372972,-48.11178464270289,78.13192233372972,7.631811210791441e+17,-2.48457e-05,-3.8256999999999995e-21,1.33007e-21,-3.56486e-21,-2.48457e-05,-3.97545e-21,2.0791800000000002e-23,-4.4458e-23,1.00521e-05,1320339374411833.0,-1720917.579002037,-9.871855290011506e-06,-1720917.579002037,1320339374411833.0,0.0003751432826461972,-9.871855290011506e-06,0.0003751432826461972,5865046607502.24
60,-0.397221,500.0,16.7694,1.3120749497236693e+20,-171014816099.22437,-39.845563340476566,-171014816099.22437,1.3120749497236693e+20,71.15284667781212,-39.845563340476566,71.15284667781212,7.324153885521199e+17,-2.77743e-05,-1.41534e-21,3.75129e-22,-3.09566e-21,-2.77743e-05,-4.70929e-21,1.04315e-23,-4.11761e-23,-3.19761e-07,1670638051163177.8,-2177496.243924863,0.00014216761073195243,-2177496.243924863,1670638051163177.8,0.0004025519134675946,0.00014216761073195243,0.0004025519134675946,7077401776974.598
61,-0.397221,600.0,16.7655,1.3267712527560994e+20,-172930263349.15497,-32.24639917379489,-172930263349.15497,1.3267712527560994e+20,65.96217199168099,-32.24639917379489,65.96217199168099,7.082226969028557e+17,-3.05159e-05,-1.8316e-22,-6.43634e-22,-1.28166e-22,-3.05159e-05,-4.91219e-21,1.5437000000000001e-24,-3.64067e-23,-1.00283e-05,2019134980668842.2,-2631731.610791697,0.0002641253665323712,-2631731.610791697,2019134980668842.2,0.00042210164106068243,0.0002641253665323712,0.00042210164106068243,8144025880051.324
62,-0.397221,700.0,16.7622,1.3398660026812581e+20,-174637046708.66702,-25.647461387617646,-174637046708.66702,1.3398660026812581e+20,61.97266213600348,-25.647461387617646,61.97266213600348,6.88354711961528e+17,-3.32849e-05,-1.8602099999999997e-21,-1.52992e-21,2.76635e-21,-3.32849e-05,-4.8305299999999995e-21,-5.0904900000000006e-24,-3.15088e-23,-1.88167e-05,2360889474256554.5,-3077163.568751575,0.00034496016639377333,-3077163.568751575,2360889474256554.5,0.00043164936150787776,0.00034496016639377333,0.00043164936150787776,9035249118783.607
63,-0.396905,100.0,16.7773,1.1761944615743645e+20,-153304307987.98068,-59.00516902281874,-153304307987.98068,1.1761944615743645e+20,124.2558818456926,-59.00516902281874,124.2558818456926,6.994398207280433e+17,-1.69964e-05,-2.25191e-22,-1.43813e-21,1.3250899999999999e-21,-1.69964e-05,2.11623e-20,3.1092300000000003e-23,4.23599e-23,6.20298e-05,330671951412715.2,-430994.8806707716,-0.00015700995282176043,-430994.8806707716,330671951412715.2,0.00016315206298363758,-0.00015700995282176043,0.00016315206298363758,2009405032223.8645
64,-0.396905,200.0,16.7744,1.2702574741198646e+20,-165564145692.31342,-62.585307531365174,-165564145692.31342,1.2702574741198646e+20,102.97421829621574,-62.585307531365174,102.97421829621574,8.000553414191589e+17,-1.91877e-05,-2.41965e-21,2.09611e-21,-1.2428e-22,-1.91877e-05,3.84609e-21,4.1683800000000004e-23,-2.2638e-23,3.86198e-05,646542369540759.6,-842699.2594917798,-0.00025287881915936984,-842699.2594917798,646542369540759.6,0.00029315608319318464,-0.00025287881915936984,0.00029315608319318464,3520927242224.711
65,-0.396905,300.0,16.7702,1.2949352515660428e+20,-168780854841.9021,-57.79579109950734,-168780854841.9021,1.2949352515660428e+20,89.51783562616193,-57.79579109950734,89.51783562616193,7.85862090324269e+17,-2.1832e-05,-4.94946e-22,1.54767e-21,1.05255e-22,-2.1832e-05,-1.5408599999999998e-21,2.96987e-23,-4.08027e-23,2.36648e-05,979696214951442.0,-1276925.478883793,-0.00015684979751103326,-1276925.478883793,979696214951442.0,0.0003665041355963963,-0.00015684979751103326,0.0003665041355963963,4712570018146.298
66,-0.396905,400.0,16.7655,1.3112382408887807e+20,-170905992618.85846,-49.38866392293935,-170905992618.85846,1.3112382408887807e+20,80.29119577787633,-49.38866392293935,80.29119577787633,7.55830402971411e+17,-2.5089e-05,1.77286e-21,7.94812e-22,1.3842399999999999e-21,-2.5089e-05,-3.45575e-21,1.8538100000000002e-23,-4.2609e-23,1.19648e-05,1326961180528436.2,-1729551.5928688017,6.864580008296794e-07,-1729551.5928688017,1326961180528436.2,0.00039249087471678675,6.864580008296794e-07,0.00039249087471678675,6001512278517.663
67,-0.396905,500.0,16.7609,1.326098805778367e+20,-172842742578.389,-40.63171032245934,-172842742578.389,1.326098805778367e+20,73.23614901302406,-40.63171032245934,73.23614901302406,7.296742688108284e+17,-2.79638e-05,-3.72137e-21,-1.50879e-22,-2.15371e-21,-2.79638e-05,-4.27055e-21,8.097690000000001e-24,-3.95903e-23,1.17416e-06,1678129931804404.5,-2187259.5580595755,0.00015585652659354279,-2187259.5580595755,1678129931804404.5,0.00041340089581444803,0.00015585652659354279,0.00041340089581444803,7238583724308.971
68,-0.396905,600.0,16.7569,1.3396837746834756e+20,-174613434066.70084,-32.657567134988625,-174613434066.70084,1.3396837746834756e+20,67.82141088736601,-32.657567134988625,67.82141088736601,7.082534960010725e+17,-3.06529e-05,-2.6648999999999997e-22,-1.1105099999999999e-21,1.47904e-21,-3.06529e-05,-4.5369799999999995e-21,-5.37263e-25,-3.5062500000000003e-23,-8.77291e-06,2028118050982063.8,-2643435.2681140658,0.0002772432157811925,-2643435.2681140658,2028118050982063.8,0.00042887230948533326,0.0002772432157811925,0.00042887230948533326,8320530378748.534
69,-0.396905,700.0,16.7536,1.3519418157737458e+20,-176211137286.69522,-25.787828277740523,-176211137286.69522,1.3519418157737458e+20,63.5924380430532,-25.787828277740523,63.5924380430532,6.901436262496182e+17,-3.33686e-05,-6.45154e-21,-1.92216e-21,-6.12889e-21,-3.33686e-05,-4.50414e-21,-6.818080000000001e-24,-3.03766e-23,-1.76712e-05,2371951483699407.5,-3091587.8130830904,0.00035482101100617233,-3091587.8130830904,2371951483699407.5,0.0004364540208296921,0.00035482101100617233,0.0004364540208296921,9217990434869.71
70,-0.396588,100.0,16.7691,1.2189487430822622e+20,-158876891491.99963,-55.30055082564624,-158876891491.99963,1.2189487430822622e+20,95.30755277260899,-55.30055082564624,95.30755277260899,6.201526755520333e+17,-2.20809e-05,1.3493899999999999e-21,-8.43403e-22,3.46622e-21,-2.20809e-05,2.2808399999999998e-20,2.95989e-23,5.76328e-23,5.26201e-05,333828858979933.0,-435111.6934657451,-0.0002031567549982341,-435111.6934657451,333828858979933.0,0.00023080253887590058,-0.0002031567549982341,0.00023080253887590058,2104417683631.048
71,-0.396588,200.0,16.7658,1.2965162719411698e+20,-168986695481.65076,-65.65341103205799,-168986695481.65076,1.2965162719411698e+20,98.61614589854433,-65.65341103205799,98.61614589854433,7.643797193180796e+17,-1.99112e-05,4.43243e-22,1.97114e-21,1.23188e-22,-1.99112e-05,4.69802e-21,4.13051e-23,-1.6889600000000002e-23,3.87083e-05,646755396636758.9,-842973.8847842126,-0.0002481858065685912,-842973.8847842126,646755396636758.9,0.0003546978146133053,-0.0002481858065685912,0.0003546978146133053,3633035959733.714
72,-0.396588,300.0,16.7616,1.313401877538508e+20,-171187804367.5418,-59.59086520724078,-171187804367.5418,1.313401877538508e+20,90.61505350013395,-59.59086520724078,90.61505350013395,7.690021506421116e+17,-2.20425e-05,-2.04566e-21,1.07193e-21,8.01683e-22,-2.20425e-05,-9.76974e-22,2.78286e-23,-3.8493300000000004e-23,2.54597e-05,985039858492049.8,-1283893.7748553348,-0.00014903041979210177,-1283893.7748553348,985039858492049.8,0.0003967437168622175,-0.00014903041979210177,0.0003967437168622175,4827758645476.978
73,-0.396588,400.0,16.7569,1.3270997764704115e+20,-172973125427.50662,-50.47587208999094,-172973125427.50662,1.3270997764704115e+20,82.2379554443273,-50.47587208999094,82.2379554443273,7.477687390131743e+17,-2.52613e-05,-4.18242e-21,2.27796e-22,-2.67496e-22,-2.52613e-05,-2.9517899999999998e-21,1.60537e-23,-4.06964e-23,1.3572e-05,1333657417799063.2,-1738278.0040302167,1.177185165900337e-05,-1738278.0040302167,1333657417799063.2,0.00041070854131199964,1.177185165900337e-05,0.00041070854131199964,6142238491453.071
74,-0.396588,500.0,16.7524,1.3403972871254973e+20,-174706088020.50293,-41.256418697955944,-174706088020.50293,1.3403972871254973e+20,75.18239536117142,-41.256418697955944,75.18239536117142,7.264275305404783e+17,-2.81017e-05,-1.07157e-21,-6.97025e-22,-5.26141e-22,-2.81017e-05,-3.83132e-21,5.631790000000001e-24,-3.79107e-23,2.46861e-06,1685665444501438.2,-2197084.4703907217,0.00016896924265932795,-2197084.4703907217,1685665444501438.2,0.0004252636818109364,0.00016896924265932795,0.0004252636818109364,7402999576956.103
75,-0.396588,600.0,16.7483,1.3528118902983691e+20,-176324323972.6418,-32.94168881603822,-176324323972.6418,1.3528118902983691e+20,69.5897924433116,-32.94168881603822,69.5897924433116,7.079326720613146e+17,-3.07509e-05,-2.98296e-21,-1.5894999999999998e-21,1.65448e-22,-3.07509e-05,-4.1573099999999995e-21,-2.6946400000000004e-24,-3.3634700000000003e-23,-7.65784e-06,2037121654027429.5,-2655164.591351615,0.00028918299952322273,-2655164.591351615,2037121654027429.5,0.00043665421496810107,0.00028918299952322273,0.00043665421496810107,8498446502780.679
76,-0.396588,700.0,16.7449,1.3641870239064256e+20,-177807043892.62695,-25.83069035609218,-177807043892.62695,1.3641870239064256e+20,65.14984577621398,-25.83069035609218,65.14984577621398,6.9167844797742e+17,-3.34233e-05,-4.8912e-23,-2.32055e-21,-2.63776e-21,-3.34233e-05,-4.172599999999999e-21,-8.585420000000001e-24,-2.91776e-23,-1.6627e-05,2383003226776187.5,-3105986.3914994253,0.0003632599639175643,-3105986.3914994253,2383003226776187.5,0.0004421621203658648,0.0003632599639175643,0.0004421621203658648,9400757416870.996
77,-0.396271,100.0,16.7606,1.278991585055834e+20,-166702685689.7263,-55.37883186694717,-166702685689.7263,1.278991585055834e+20,71.32147174054887,-55.37883186694717,71.32147174054887,5.7081765339182144e+17,-2.63422e-05,-3.3340399999999997e-21,2.07286e-21,-7.5398199999999995e-22,-2.63422e-05,2.1314399999999998e-20,3.5678500000000003e-23,6.10915e-23,3.46924e-05,332712391669575.5,-433656.4360750032,-0.00023705963233778697,-433656.4360750032,332712391669575.5,0.0002851585840228996,-0.00023705963233778697,0.0002851585840228996,2142816459332.7925
78,-0.396271,200.0,16.757,1.3247564784144197e+20,-172667701036.8571,-68.83932108342991,-172667701036.8571,1.3247564784144197e+20,94.06275588634831,-68.83932108342991,94.06275588634831,7.328517091101907e+17,-2.00445e-05,-1.0096099999999999e-21,1.76984e-21,-5.87078e-22,-2.00445e-05,4.84329e-21,3.95573e-23,-1.38803e-23,3.72388e-05,646026484645628.9,-842026.8125140473,-0.00023884649335266265,-842026.8125140473,646026484645628.9,0.0004175613406652285,-0.00023884649335266265,0.0004175613406652285,3714987226905.4736
79,-0.396271,300.0,16.7529,1.3322971242944897e+20,-173650705588.2753,-61.183691903350834,-173650705588.2753,1.3322971242944897e+20,91.46356865600566,-61.183691903350834,91.46356865600566,7.520421138907496e+17,-2.21085e-05,2.3320299999999997e-21,5.35367e-22,1.69151e-21,-2.21085e-05,-5.266249999999999e-22,2.5422999999999998e-23,-3.646e-23,2.66706e-05,990586262762584.4,-1291121.296570201,-0.00013946088331700293,-1291121.296570201,990586262762584.4,0.000426790803764184,-0.00013946088331700293,0.000426790803764184,4939097385530.561
80,-0.396271,400.0,16.7483,1.34326930303421e+20,-175080553722.98834,-51.356982958142055,-175080553722.98834,1.34326930303421e+20,83.99016747370909,-51.356982958142055,83.99016747370909,7.392014565258792e+17,-2.53628e-05,-3.09901e-21,-3.71339e-22,-4.1200499999999995e-21,-2.53628e-05,-2.46672e-21,1.33341e-23,-3.87233e-23,1.48583e-05,1340492251011665.5,-1747186.6431894144,2.312642686900002e-05,-1747186.6431894144,1340492251011665.5,0.00042941899347868077,2.312642686900002e-05,0.00042941899347868077,6285556961821.724
81,-0.396271,500.0,16.7437,1.3549395946668437e+20,-176601515856.59262,-41.71070539665313,-176601515856.59262,1.3549395946668437e+20,76.99235569970963,-41.71070539665313,76.99235569970963,7.227778374017924e+17,-2.81881e-05,-2.23764e-21,-1.26179e-21,8.00986e-22,-2.81881e-05,-3.3939199999999995e-21,3.0406e-24,-3.61414e-23,3.55377e-06,1693293354493122.2,-2207024.8793401807,0.00018134021377639282,-2207022.3127486627,1693293354493122.2,0.00043804787416240945,0.00018134021377639282,0.00043804787416240945,7569545700563.227
82,-0.396271,600.0,16.7396,1.3661299336855994e+20,-178060366475.45978,-33.09286105645216,-178060366475.45978,1.3661299336855994e+20,71.26475006799967,-33.09286105645216,71.26475006799967,7.073166900969793e+17,-3.08099e-05,-6.16102e-21,-2.07876e-21,-4.43749e-21,-3.08099e-05,-3.7749199999999995e-21,-4.91947e-24,-3.21283e-23,-6.6875e-06,2046181722086192.8,-2666970.9123347057,0.0002998138215910407,-2666970.9123347057,2046181722086192.8,0.00044542169159380516,0.0002998138215910407,0.00044542169159380516,8676978608777.159
83,-0.396271,700.0,16.7362,1.376586227530189e+20,-179423226571.55136,-25.771915410328532,-179423226571.55136,1.376586227530189e+20,66.64206208481595,-25.771915410328532,66.64206208481595,6.929899762431503e+17,-3.34491e-05,-1.61837e-21,-2.72345e-21,-2.64009e-21,-3.34491e-05,-3.83715e-21,-1.03846e-23,-2.79161e-23,-1.56857e-05,2394080635768148.5,-3120436.301746121,0.00037017179487570863,-3120436.301746121,2394080635768148.5,0.00044878649307398606,0.00037017179487570863,0.00044878649307398606,9582985414653.486
84,-0.395955,100.0,16.7517,1.357593450296521e+20,-176947749052.37936,-63.00058203898781,-176947749052.37936,1.357593450296521e+20,52.328437847729006,-63.00058203898781,52.328437847729006,5.535573254328461e+17,-2.82691e-05,-3.51513e-21,5.9192999999999996e-21,3.20618e-21,-2.82691e-05,1.7217899999999998e-20,4.3642500000000003e-23,5.40036e-23,1.37655e-05,325705596825262.8,-424521.9368622161,-0.00023242539469277198,-424521.9368622161,325705596825262.8,0.0003211139645994476,-0.00023242539469277198,0.0003211139645994476,2070174219597.048
